MARKET_NAME,DATE,FB_LOWER_IMPRESSIONS,FB_UPPER_IMPRESSIONS,FB_APP_IMPRESSIONS,FB_LOWER_CLICKS,FB_UPPER_CLICKS,FB_APP_CLICKS,FB_LOWER_COST,FB_UPPER_COST,FB_APP_COST,FB_VIDEO_IMPRESSIONS,FB_STATIC_IMPRESSIONS,FB_VIDEO_CLICKS,FB_STATIC_CLICKS,FB_VIDEO_COST,FB_STATIC_COST,FB_TOTAL_IMPRESSIONS,FB_TOTAL_CLICKS,FB_TOTAL_COST,PMAX_LOCAL,GOOGLE_SEARCH_NONBRAND_IMPRESSIONS,GOOGLE_SEARCH_BRAND_IMPRESSIONS,GOOGLE_PMAX_IMPRESSIONS,GOOGLE_DISPLAY_IMPRESSIONS,GOOGLE_YOUTUBE_IMPRESSIONS,GOOGLE_SEARCH_NONBRAND_CLICKS,GOOGLE_SEARCH_BRAND_CLICKS,GOOGLE_PMAX_CLICKS,GOOGLE_DISPLAY_CLICKS,GOOGLE_YOUTUBE_CLICKS,GOOGLE_SEARCH_NONBRAND_COST,GOOGLE_SEARCH_BRAND_COST,GOOGLE_PMAX_COST,GOOGLE_DISPLAY_COST,GOOGLE_YOUTUBE_COST,GOOGLE_SEARCH_NONBRAND_IMPRESSIONS_2,GOOGLE_PMAX_IMPRESSIONS_2,GOOGLE_OTHER_IMPRESSIONS_2,GOOGLE_SEARCH_NONBRAND_CLICKS_2,GOOGLE_PMAX_CLICKS_2,GOOGLE_OTHER_CLICKS_2,GOOGLE_SEARCH_NONBRAND_COST_2,GOOGLE_PMAX_COST_2,GOOGLE_OTHER_COST_2,GOOGLE_TOTAL_IMPRESSIONS,GOOGLE_TOTAL_CLICKS,GOOGLE_TOTAL_COST,BING_SEARCH_BRAND_IMPRESSIONS,BING_SEARCH_NONBRAND_IMPRESSIONS,BING_OTHER_IMPRESSIONS,BING_SEARCH_BRAND_CLICKS,BING_SEARCH_NONBRAND_CLICKS,BING_OTHER_CLICKS,BING_SEARCH_BRAND_COST,BING_SEARCH_NONBRAND_COST,BING_OTHER_COST,BING_TOTAL_IMPRESSIONS,BING_TOTAL_CLICKS,BING_TOTAL_COST,GMV_NET_EUR,GMV_GROSS_EUR,BOOKINGS,ACTIVE_INCL_HIDDEN_VEHICLES,ACTIVE_VEHICLE_LOCATIONS,ACTIVE_VEHICLES,ACTIVE_VEHICLES_CAR,ACTIVE_VEHICLES_VAN,ACTIVE_VEHICLES_MINIBUS,ACTIVE_VEHICLES_MOVINGTRUCK,ACTIVE_VEHICLES_OTHERS,OCCUPANCY_RATE,OCCUPANCY_RATE_CAR,OCCUPANCY_RATE_VAN,OCCUPANCY_RATE_MINIBUS,OCCUPANCY_RATE_MOVINGTRUCK,OCCUPANCY_RATE_7D,OCCUPANCY_RATE_CAR_7D,OCCUPANCY_RATE_VAN_7D,OCCUPANCY_RATE_MINIBUS_7D,OCCUPANCY_RATE_MOVINGTRUCK_7D,OCCUPANCY_RATE_30D,OCCUPANCY_RATE_CAR_30D,OCCUPANCY_RATE_VAN_30D,OCCUPANCY_RATE_MINIBUS_30D,OCCUPANCY_RATE_MOVINGTRUCK_30D,AVAILABILITY_RATE,AVAILABILITY_RATE_CAR,AVAILABILITY_RATE_VAN,AVAILABILITY_RATE_MINIBUS,AVAILABILITY_RATE_MOVINGTRUCK,CRM_EMAIL_NEWSLETTER_SENDS,CRM_EMAIL_NEWSLETTER_OPENS,CRM_EMAIL_NEWSLETTER_CLICKS,CRM_EMAIL_JOURNEY_SENDS,CRM_EMAIL_JOURNEY_OPENS,CRM_EMAIL_JOURNEY_CLICKS,CRM_EMAIL_TOTAL_SENDS,CRM_EMAIL_TOTAL_OPENS,CRM_EMAIL_TOTAL_CLICKS,CRM_EMAIL_UNSUBSCRIBES,CRM_REACHABLE_AUDIENCE,CRM_CUMULATIVE_USERS,CRM_CUMULATIVE_UNSUBSCRIBES,IS_HOLIDAY,IS_LONG_WEEKEND,IS_BRIDGE_DAY,IS_SCHOOL_HOLIDAY,HOLIDAY_NAMES,TEMPERATURE_MAX,TEMPERATURE_MIN,TEMPERATURE_MEAN,PRECIPITATION_MM,SNOWFALL_CM,SNOW_DEPTH_M,WINDSPEED_MAX_KMH,SUNSHINE_HOURS,WEATHER_CODE,WEATHER_CONDITION,WEATHER_BUCKET,IS_FREEZING,IS_HOT,IS_SNOWING,IS_RAINING,IS_DRY,SESSIONS,NEW_USERS,TOTAL_USERS,ACTIVE_1DAY_USERS,N_LOCATIONS_ON_MARKETING,N_LOCATIONS,N_PARTNERS,N_PARTNERS_ON_MARKETING,AVG_BASE_PRICE,AVG_BASE_CAR_PRICE,AVG_PRICE,AVG_CAR_PRICE,SEO_BRAND_CLICKS_MONTH,SEO_BRAND_IMPRESSIONS_MONTH
Norway,2024-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,,16.5,11.9,14.0,17.1,0.0,0.0,26.0,4.99,63.0,rain,rain,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,
Spain,2024-07-07,0.0,203148.0,0.0,0.0,211.0,0.0,0.0,77.41,0.0,13601.0,189547.0,11.0,200.0,5.3,72.11,203148.0,211.0,77.41,1.0,4795.0,103.0,4864.0,0.0,0.0,807.0,66.0,219.0,0.0,0.0,355.77,5.48,116.49,0.0,0.0,4795.0,4864.0,103.0,807.0,219.0,66.0,355.77,116.49,5.48,9762.0,1092.0,477.74,3.0,736.0,3767.0,1.0,19.0,13.0,0.03,6.4,3.27,4506.0,33.0,9.7,4245.33,4739.23,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,,27.4,15.1,20.3,0.0,0.0,0.0,22.9,13.43,3.0,overcast,cloudy,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,367.0,1115.0
Sweden,2024-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,,20.0,14.1,16.9,4.0,0.0,0.0,32.3,15.64,61.0,light_rain,rain,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,
USA,2024-07-07,,,,,,,,,,,,,,,,,,,1.0,30.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,26.51,0.0,0.0,0.0,0.0,30.0,0.0,0.0,3.0,0.0,0.0,26.51,0.0,0.0,30.0,3.0,26.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,2024-07-08,0.0,89224.0,0.0,0.0,57.0,0.0,0.0,44.03,0.0,7673.0,81551.0,0.0,57.0,3.58,40.45,89224.0,57.0,44.03,1.0,6489.0,139.0,3717.0,0.0,0.0,1148.0,78.0,176.0,0.0,0.0,1005.09,11.96,237.13,0.0,0.0,6489.0,3717.0,139.0,1148.0,176.0,78.0,1005.09,237.13,11.96,10345.0,1402.0,1254.18,,,,,,,,,,,,,19904.98,22846.5,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,,19.8,10.4,15.9,0.3,0.0,0.0,15.5,6.01,51.0,light_drizzle,rain,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,67.0,814.0
Denmark,2024-07-08,35241.0,33319.0,0.0,137.0,23.0,0.0,257.670666667,33.301333333,0.0,48390.0,20170.0,136.0,24.0,251.732,39.24,68560.0,160.0,290.972,1.0,6424.0,0.0,11083.0,0.0,0.0,1560.0,0.0,390.0,0.0,0.0,2981.37333334,0.0,467.508,0.0,0.0,6424.0,11083.0,0.0,1560.0,390.0,0.0,2981.37333334,467.508,0.0,17507.0,1950.0,3448.88133334,94.0,533.0,57.0,26.0,65.0,0.0,12.393333333,83.42,-1.421085472e-14,684.0,91.0,95.813333333,101602.45333335,107064.1306667,449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,,18.6,9.9,15.3,4.6,0.0,0.0,24.9,14.55,61.0,light_rain,rain,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,11244.0,16001.0
Germany,2024-07-08,1350.0,64333.0,0.0,22.0,34.0,0.0,26.18,75.03,0.0,6962.0,58721.0,24.0,32.0,32.84,68.37,65683.0,56.0,101.21,1.0,6636.0,60.0,5355.0,0.0,0.0,791.0,28.0,285.0,0.0,0.0,1072.23,6.54,349.85,0.0,0.0,6636.0,5355.0,60.0,791.0,285.0,28.0,1072.23,349.85,6.54,12051.0,1104.0,1428.62,,,,,,,,,,,,,9001.02,10383.52,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,,24.1,8.8,18.2,0.0,0.0,0.0,11.2,13.43,3.0,overcast,cloudy,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,545.0,1301.0
Netherlands,2024-07-08,10966.0,76606.0,0.0,88.0,65.0,0.0,104.35,69.98,0.0,14114.0,73458.0,66.0,87.0,67.09,107.24,87572.0,153.0,174.33,1.0,11668.0,506.0,5535.0,0.0,0.0,2100.0,278.0,315.0,0.0,0.0,2940.46,16.84,302.2,0.0,0.0,11668.0,5535.0,506.0,2100.0,315.0,278.0,2940.46,302.2,16.84,17709.0,2693.0,3259.5,0.0,749.0,1783.0,0.0,53.0,5.0,0.0,95.92,1.52,2532.0,58.0,97.44,60168.7,69597.95,299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,,20.2,11.5,16.2,0.5,0.0,0.0,15.0,11.25,51.0,light_drizzle,rain,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,588.0,5078.0
Norway,2024-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,,18.1,11.1,14.6,0.1,0.0,0.0,18.9,17.04,51.0,light_drizzle,rain,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,
Spain,2024-07-08,0.0,182055.0,0.0,0.0,215.0,0.0,0.0,70.96,0.0,11568.0,170487.0,6.0,209.0,4.66,66.3,182055.0,215.0,70.96,1.0,13023.0,190.0,6991.0,0.0,0.0,2352.0,118.0,322.0,0.0,0.0,1442.04,15.5,155.15,0.0,0.0,13023.0,6991.0,190.0,2352.0,322.0,118.0,1442.04,155.15,15.5,20204.0,2792.0,1612.69,5.0,1905.0,10590.0,1.0,73.0,53.0,0.89,29.59,18.19,12500.0,127.0,48.67,25739.13,29972.13,173.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,,28.9,15.7,21.8,0.0,0.0,0.0,19.9,13.36,3.0,overcast,cloudy,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,367.0,1115.0
Sweden,2024-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,,18.9,12.4,15.5,0.4,0.0,0.0,19.1,15.19,51.0,light_drizzle,rain,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,
USA,2024-07-08,,,,,,,,,,,,,,,,,,,1.0,42.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,88.13,0.0,0.0,0.0,0.0,42.0,0.0,0.0,8.0,0.0,0.0,88.13,0.0,0.0,42.0,8.0,88.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,2024-07-09,0.0,86830.0,0.0,0.0,40.0,0.0,0.0,44.34,0.0,7458.0,79372.0,0.0,40.0,3.73,40.61,86830.0,40.0,44.34,1.0,6311.0,113.0,5343.0,0.0,0.0,1045.0,51.0,172.0,0.0,0.0,908.69,8.08,154.82,0.0,0.0,6311.0,5343.0,113.0,1045.0,172.0,51.0,908.69,154.82,8.08,11767.0,1268.0,1071.59,,,,,,,,,,,,,11146.88,15463.96,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,,29.2,14.7,20.9,5.9,0.0,0.0,19.5,11.1,63.0,rain,rain,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,67.0,814.0
Denmark,2024-07-09,36297.0,32511.0,0.0,104.0,10.0,0.0,250.032,33.005333333,0.0,48059.0,20749.0,104.0,10.0,240.530666667,42.506666667,68808.0,114.0,283.037333333,1.0,5739.0,0.0,11950.0,0.0,0.0,1317.0,0.0,407.0,0.0,0.0,2699.884,0.0,480.93733333,0.0,0.0,5739.0,11950.0,0.0,1317.0,407.0,0.0,2699.884,480.93733333,0.0,17689.0,1724.0,3180.82133333,96.0,518.0,46.0,29.0,64.0,0.0,13.044,93.486666667,0.0,660.0,93.0,106.530666667,74950.82266665,82693.38533332,393.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,,19.8,9.4,16.1,0.3,0.0,0.0,22.6,5.14,51.0,light_drizzle,rain,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,11244.0,16001.0
Germany,2024-07-09,1446.0,60071.0,0.0,20.0,47.0,0.0,25.78,73.98,0.0,8706.0,52811.0,25.0,42.0,34.88,64.88,61517.0,67.0,99.76,1.0,7399.0,53.0,21829.0,0.0,0.0,855.0,20.0,337.0,0.0,0.0,1146.51,1.78,380.77,0.0,0.0,7399.0,21829.0,53.0,855.0,337.0,20.0,1146.51,380.77,1.78,29281.0,1212.0,1529.06,,,,,,,,,,,,,9023.84,10416.64,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,,29.7,13.8,22.3,0.0,0.0,0.0,11.5,15.0,3.0,overcast,cloudy,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,545.0,1301.0
Netherlands,2024-07-09,10903.0,73835.0,0.0,82.0,57.0,0.0,101.18,70.02,0.0,14537.0,70201.0,67.0,72.0,65.43,105.77,84738.0,139.0,171.2,1.0,10489.0,472.0,5781.0,0.0,0.0,1708.0,241.0,339.0,0.0,0.0,2417.32,15.77,312.5,0.0,0.0,10489.0,5781.0,472.0,1708.0,339.0,241.0,2417.32,312.5,15.77,16742.0,2288.0,2745.59,0.0,601.0,1785.0,0.0,36.0,5.0,0.0,62.57,3.26,2386.0,41.0,65.83,51607.64,58063.97,217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,,27.6,15.2,20.9,2.5,0.0,0.0,16.3,12.17,61.0,light_rain,rain,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,588.0,5078.0
Norway,2024-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,,19.5,10.4,15.4,0.0,0.0,0.0,15.6,16.56,3.0,overcast,cloudy,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,
Spain,2024-07-09,0.0,166525.0,0.0,0.0,221.0,0.0,0.0,69.06,0.0,12458.0,154067.0,8.0,213.0,5.28,63.78,166525.0,221.0,69.06,1.0,12542.0,125.0,6910.0,0.0,0.0,2230.0,79.0,371.0,0.0,0.0,1378.74,8.86,209.54,0.0,0.0,12542.0,6910.0,125.0,2230.0,371.0,79.0,1378.74,209.54,8.86,19577.0,2680.0,1597.14,12.0,1764.0,10349.0,1.0,78.0,66.0,0.37,27.66,23.92,12125.0,145.0,51.95,18724.07,23834.22,132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,,31.2,15.0,23.5,0.0,0.0,0.0,19.3,13.02,3.0,overcast,cloudy,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,367.0,1115.0
Sweden,2024-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,,21.2,11.6,16.2,4.2,0.0,0.0,15.3,17.31,63.0,rain,rain,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,
USA,2024-07-09,,,,,,,,,,,,,,,,,,,1.0,37.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,51.36,0.0,0.0,0.0,0.0,37.0,0.0,0.0,5.0,0.0,0.0,51.36,0.0,0.0,37.0,5.0,51.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,2024-07-10,0.0,82727.0,0.0,0.0,47.0,0.0,0.0,43.31,0.0,7645.0,75082.0,3.0,44.0,3.85,39.46,82727.0,47.0,43.31,1.0,6219.0,108.0,5546.0,0.0,0.0,1138.0,77.0,159.0,0.0,0.0,974.69,12.39,112.45,0.0,0.0,6219.0,5546.0,108.0,1138.0,159.0,77.0,974.69,112.45,12.39,11873.0,1374.0,1099.53,,,,,,,,,,,,,18218.61,19242.81,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,,23.0,15.4,19.2,0.8,0.0,0.0,22.2,14.09,51.0,light_drizzle,rain,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,67.0,814.0
Denmark,2024-07-10,36331.0,33437.0,0.0,98.0,16.0,0.0,256.942666667,33.826666667,0.0,51247.0,18521.0,99.0,15.0,250.029333333,40.74,69768.0,114.0,290.769333333,1.0,5591.0,0.0,19668.0,0.0,0.0,1320.0,0.0,366.0,0.0,0.0,2572.912,0.0,352.632,0.0,0.0,5591.0,19668.0,0.0,1320.0,366.0,0.0,2572.912,352.632,0.0,25259.0,1686.0,2925.544,82.0,498.0,55.0,22.0,58.0,0.0,10.605333333,110.557333333,0.0,635.0,80.0,121.162666667,85011.92666679,93409.32800013,394.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,,22.0,16.8,19.7,1.2,0.0,0.0,23.6,9.85,51.0,light_drizzle,rain,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,11244.0,16001.0
Germany,2024-07-10,1582.0,56724.0,0.0,19.0,44.0,0.0,24.33,73.86,0.0,7773.0,50533.0,21.0,42.0,32.43,65.76,58306.0,63.0,98.19,1.0,8989.0,45.0,27479.0,0.0,0.0,933.0,24.0,354.0,0.0,0.0,1313.99,3.5,411.3,0.0,0.0,8989.0,27479.0,45.0,933.0,354.0,24.0,1313.99,411.3,3.5,36513.0,1311.0,1728.79,,,,,,,,,,,,,6216.14,6899.54,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,,27.0,16.9,21.5,3.6,0.0,0.0,18.2,7.25,61.0,light_rain,rain,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,545.0,1301.0
Netherlands,2024-07-10,11347.0,71502.0,0.0,88.0,53.0,0.0,100.82,68.55,0.0,15133.0,67716.0,74.0,67.0,65.97,103.4,82849.0,141.0,169.37,1.0,8325.0,414.0,4783.0,0.0,0.0,1405.0,212.0,249.0,0.0,0.0,2072.25,12.28,230.38,0.0,0.0,8325.0,4783.0,414.0,1405.0,249.0,212.0,2072.25,230.38,12.28,13522.0,1866.0,2314.91,0.0,570.0,1355.0,0.0,40.0,0.0,0.0,57.66,0.0,1925.0,40.0,57.66,41635.6,45166.8,218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,,21.8,14.9,18.5,0.9,0.0,0.0,20.9,13.34,53.0,drizzle,rain,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,588.0,5078.0
Norway,2024-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,,16.5,11.3,14.3,25.2,0.0,0.0,17.7,0.0,63.0,rain,rain,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,
Spain,2024-07-10,0.0,163443.0,0.0,0.0,172.0,0.0,0.0,67.56,0.0,12573.0,150870.0,4.0,168.0,5.28,62.28,163443.0,172.0,67.56,1.0,13279.0,153.0,6655.0,0.0,0.0,2434.0,97.0,350.0,0.0,0.0,1434.63,12.04,197.88,0.0,0.0,13279.0,6655.0,153.0,2434.0,350.0,97.0,1434.63,197.88,12.04,20087.0,2881.0,1644.55,6.0,2101.0,11022.0,0.0,103.0,61.0,0.0,36.67,22.65,13129.0,164.0,59.32,12334.46,14562.26,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,,32.7,16.6,25.5,0.0,0.0,0.0,15.7,14.03,0.0,clear,dry,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,367.0,1115.0
Sweden,2024-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,,20.9,11.8,17.3,4.8,0.0,0.0,20.7,13.3,63.0,rain,rain,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,
USA,2024-07-10,,,,,,,,,,,,,,,,,,,1.0,43.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,35.78,0.0,0.0,0.0,0.0,43.0,0.0,0.0,6.0,0.0,0.0,35.78,0.0,0.0,43.0,6.0,35.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,2024-07-11,0.0,78503.0,0.0,0.0,48.0,0.0,0.0,42.88,0.0,6031.0,72472.0,2.0,46.0,3.21,39.67,78503.0,48.0,42.88,1.0,6003.0,120.0,5382.0,0.0,0.0,1106.0,58.0,184.0,0.0,0.0,948.05,8.95,144.36,0.0,0.0,6003.0,5382.0,120.0,1106.0,184.0,58.0,948.05,144.36,8.95,11505.0,1348.0,1101.36,,,,,,,,,,,,,14470.93,15698.77,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,,21.1,13.6,17.5,0.7,0.0,0.0,15.6,15.35,53.0,drizzle,rain,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,67.0,814.0
Denmark,2024-07-11,33818.0,31488.0,0.0,124.0,12.0,0.0,248.261333333,32.046666667,0.0,47365.0,17941.0,117.0,19.0,247.944,32.364,65306.0,136.0,280.308,1.0,5268.0,0.0,10592.0,0.0,0.0,1332.0,0.0,473.0,0.0,0.0,2548.54133332,0.0,558.872,0.0,0.0,5268.0,10592.0,0.0,1332.0,473.0,0.0,2548.54133332,558.872,0.0,15860.0,1805.0,3107.41333332,75.0,439.0,33.0,28.0,44.0,0.0,12.577333333,82.46,1.421085472e-14,547.0,72.0,95.037333333,70974.84933335,89569.89733334,342.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,,20.4,13.8,18.0,0.3,0.0,0.0,15.7,13.57,51.0,light_drizzle,rain,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,11244.0,16001.0
Germany,2024-07-11,1650.0,57313.0,0.0,16.0,45.0,0.0,25.37,73.36,0.0,7610.0,51353.0,23.0,38.0,33.19,65.54,58963.0,61.0,98.73,1.0,7810.0,66.0,20727.0,0.0,0.0,841.0,32.0,336.0,0.0,0.0,1102.75,6.75,371.24,0.0,0.0,7810.0,20727.0,66.0,841.0,336.0,32.0,1102.75,371.24,6.75,28603.0,1209.0,1480.74,,,,,,,,,,,,,8005.57,9465.77,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,,23.8,16.4,20.5,1.9,0.0,0.0,14.5,15.0,53.0,drizzle,rain,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,545.0,1301.0
Netherlands,2024-07-11,12836.0,70590.0,0.0,92.0,50.0,0.0,97.41,67.42,0.0,14487.0,68939.0,77.0,65.0,63.04,101.79,83426.0,142.0,164.83,1.0,8818.0,416.0,6455.0,0.0,0.0,1477.0,222.0,368.0,0.0,0.0,2147.98,13.61,358.84,0.0,0.0,8818.0,6455.0,416.0,1477.0,368.0,222.0,2147.98,358.84,13.61,15689.0,2067.0,2520.43,0.0,586.0,1329.0,0.0,30.0,3.0,0.0,48.48,2.78,1915.0,33.0,51.26,57151.36,64158.81,213.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,,19.6,12.8,16.6,0.4,0.0,0.0,20.0,14.0,51.0,light_drizzle,rain,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,588.0,5078.0
Norway,2024-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,,20.4,14.5,17.1,0.4,0.0,0.0,13.5,11.32,51.0,light_drizzle,rain,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,
Spain,2024-07-11,0.0,158560.0,0.0,0.0,185.0,0.0,0.0,66.34,0.0,8858.0,149702.0,4.0,181.0,3.81,62.53,158560.0,185.0,66.34,1.0,12102.0,201.0,6020.0,0.0,0.0,2203.0,118.0,310.0,0.0,0.0,1398.92,15.68,191.01,0.0,0.0,12102.0,6020.0,201.0,2203.0,310.0,118.0,1398.92,191.01,15.68,18323.0,2631.0,1605.61,6.0,1728.0,6368.0,0.0,73.0,35.0,0.0,26.49,12.39,8102.0,108.0,38.88,23534.94,25586.89,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,,34.8,19.7,28.0,0.0,0.0,0.0,22.1,14.03,0.0,clear,dry,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,367.0,1115.0
Sweden,2024-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,,21.9,15.5,18.5,12.6,0.0,0.0,13.0,3.36,65.0,heavy_rain,rain,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,
