MARKET_NAME,DATE,FB_LOWER_IMPRESSIONS,FB_UPPER_IMPRESSIONS,FB_APP_IMPRESSIONS,FB_LOWER_CLICKS,FB_UPPER_CLICKS,FB_APP_CLICKS,FB_LOWER_COST,FB_UPPER_COST,FB_APP_COST,FB_VIDEO_IMPRESSIONS,FB_STATIC_IMPRESSIONS,FB_VIDEO_CLICKS,FB_STATIC_CLICKS,FB_VIDEO_COST,FB_STATIC_COST,FB_TOTAL_IMPRESSIONS,FB_TOTAL_CLICKS,FB_TOTAL_COST,PMAX_LOCAL,GOOGLE_SEARCH_NONBRAND_IMPRESSIONS,GOOGLE_SEARCH_BRAND_IMPRESSIONS,GOOGLE_PMAX_IMPRESSIONS,GOOGLE_DISPLAY_IMPRESSIONS,GOOGLE_YOUTUBE_IMPRESSIONS,GOOGLE_SEARCH_NONBRAND_CLICKS,GOOGLE_SEARCH_BRAND_CLICKS,GOOGLE_PMAX_CLICKS,GOOGLE_DISPLAY_CLICKS,GOOGLE_YOUTUBE_CLICKS,GOOGLE_SEARCH_NONBRAND_COST,GOOGLE_SEARCH_BRAND_COST,GOOGLE_PMAX_COST,GOOGLE_DISPLAY_COST,GOOGLE_YOUTUBE_COST,GOOGLE_SEARCH_NONBRAND_IMPRESSIONS_2,GOOGLE_PMAX_IMPRESSIONS_2,GOOGLE_OTHER_IMPRESSIONS_2,GOOGLE_SEARCH_NONBRAND_CLICKS_2,GOOGLE_PMAX_CLICKS_2,GOOGLE_OTHER_CLICKS_2,GOOGLE_SEARCH_NONBRAND_COST_2,GOOGLE_PMAX_COST_2,GOOGLE_OTHER_COST_2,GOOGLE_TOTAL_IMPRESSIONS,GOOGLE_TOTAL_CLICKS,GOOGLE_TOTAL_COST,BING_SEARCH_BRAND_IMPRESSIONS,BING_SEARCH_NONBRAND_IMPRESSIONS,BING_OTHER_IMPRESSIONS,BING_SEARCH_BRAND_CLICKS,BING_SEARCH_NONBRAND_CLICKS,BING_OTHER_CLICKS,BING_SEARCH_BRAND_COST,BING_SEARCH_NONBRAND_COST,BING_OTHER_COST,BING_TOTAL_IMPRESSIONS,BING_TOTAL_CLICKS,BING_TOTAL_COST,GMV_NET_EUR,GMV_GROSS_EUR,BOOKINGS,ACTIVE_INCL_HIDDEN_VEHICLES,ACTIVE_VEHICLE_LOCATIONS,ACTIVE_VEHICLES,ACTIVE_VEHICLES_CAR,ACTIVE_VEHICLES_VAN,ACTIVE_VEHICLES_MINIBUS,ACTIVE_VEHICLES_MOVINGTRUCK,ACTIVE_VEHICLES_OTHERS,OCCUPANCY_RATE,OCCUPANCY_RATE_CAR,OCCUPANCY_RATE_VAN,OCCUPANCY_RATE_MINIBUS,OCCUPANCY_RATE_MOVINGTRUCK,OCCUPANCY_RATE_7D,OCCUPANCY_RATE_CAR_7D,OCCUPANCY_RATE_VAN_7D,OCCUPANCY_RATE_MINIBUS_7D,OCCUPANCY_RATE_MOVINGTRUCK_7D,OCCUPANCY_RATE_30D,OCCUPANCY_RATE_CAR_30D,OCCUPANCY_RATE_VAN_30D,OCCUPANCY_RATE_MINIBUS_30D,OCCUPANCY_RATE_MOVINGTRUCK_30D,AVAILABILITY_RATE,AVAILABILITY_RATE_CAR,AVAILABILITY_RATE_VAN,AVAILABILITY_RATE_MINIBUS,AVAILABILITY_RATE_MOVINGTRUCK,CRM_EMAIL_NEWSLETTER_SENDS,CRM_EMAIL_NEWSLETTER_OPENS,CRM_EMAIL_NEWSLETTER_CLICKS,CRM_EMAIL_JOURNEY_SENDS,CRM_EMAIL_JOURNEY_OPENS,CRM_EMAIL_JOURNEY_CLICKS,CRM_EMAIL_TOTAL_SENDS,CRM_EMAIL_TOTAL_OPENS,CRM_EMAIL_TOTAL_CLICKS,CRM_EMAIL_UNSUBSCRIBES,CRM_REACHABLE_AUDIENCE,CRM_CUMULATIVE_USERS,CRM_CUMULATIVE_UNSUBSCRIBES,IS_HOLIDAY,IS_LONG_WEEKEND,IS_BRIDGE_DAY,IS_SCHOOL_HOLIDAY,HOLIDAY_NAMES,TEMPERATURE_MAX,TEMPERATURE_MIN,TEMPERATURE_MEAN,PRECIPITATION_MM,SNOWFALL_CM,SNOW_DEPTH_M,WINDSPEED_MAX_KMH,SUNSHINE_HOURS,WEATHER_CODE,WEATHER_CONDITION,WEATHER_BUCKET,IS_FREEZING,IS_HOT,IS_SNOWING,IS_RAINING,IS_DRY,SESSIONS,NEW_USERS,TOTAL_USERS,ACTIVE_1DAY_USERS,N_LOCATIONS_ON_MARKETING,N_LOCATIONS,N_PARTNERS,N_PARTNERS_ON_MARKETING,AVG_BASE_PRICE,AVG_BASE_CAR_PRICE,AVG_PRICE,AVG_CAR_PRICE,SEO_BRAND_CLICKS_MONTH,SEO_BRAND_IMPRESSIONS_MONTH
Sweden,2025-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,6.6,2.5,4.6,4.0,0.0,0.0,13.8,0.0,53.0,drizzle,rain,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,
USA,2025-05-09,11970.0,0.0,0.0,97.0,0.0,0.0,135.5935,0.0,0.0,263.0,11707.0,4.0,93.0,3.7715,131.822,11970.0,97.0,135.5935,1.0,1919.0,28.0,14392.0,0.0,0.0,210.0,5.0,200.0,0.0,0.0,735.5185,3.325,509.162,0.0,0.0,1919.0,14392.0,28.0,210.0,200.0,5.0,735.5185,509.162,3.325,16339.0,415.0,1248.0055,,,,,,,,,,,,,9657.1965,9993.677,25.0,144.0,184.0,142.0,0.0,0.0,0.0,0.0,142.0,0.461957,,,,,0.481918,,,,,0.418609,,,,,0.538043,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,1184.0
Belgium,2025-05-10,12727.0,22350.0,0.0,112.0,24.0,0.0,95.26,23.57,0.0,4973.0,30104.0,26.0,110.0,49.51,69.32,35077.0,136.0,118.83,1.0,5748.0,235.0,27552.0,0.0,0.0,787.0,81.0,152.0,0.0,0.0,507.53,12.77,75.65,0.0,0.0,5748.0,27552.0,235.0,787.0,152.0,81.0,507.53,75.65,12.77,33535.0,1020.0,595.95,12.0,603.0,1123.0,4.0,18.0,19.0,1.53,6.74,3.78,1738.0,41.0,12.05,4232.66,5237.18,34.0,729.0,801.0,688.0,445.0,147.0,70.0,22.0,4.0,0.556804,0.605364,0.487805,0.440476,0.481481,0.517457,0.600385,0.39688,0.32526,0.322751,0.501741,0.576595,0.363822,0.39757,0.28642,0.443196,0.394636,0.512195,0.559524,0.518519,,,,,,,,,,,0,0,0,0,0,0,0,,20.6,6.5,14.5,0.0,0.0,0.0,13.7,14.89,1.0,mainly_clear,dry,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,72.0,2958.0
Denmark,2025-05-10,103313.0,0.0,0.0,835.0,0.0,0.0,478.825333333,0.0,0.0,16134.0,87179.0,100.0,735.0,108.804,370.021333333,103313.0,835.0,478.825333333,1.0,7700.0,0.0,0.0,45191.0,0.0,1171.0,0.0,0.0,189.0,0.0,2246.77733333,0.0,0.0,40.42266667,0.0,7700.0,0.0,45191.0,1171.0,0.0,189.0,2246.77733333,0.0,40.42266667,52891.0,1360.0,2287.2,45.0,243.0,210.0,14.0,26.0,1.0,3.386666667,20.641333333,0.656,498.0,41.0,24.684,44860.34800003,46545.76133338,245.0,2516.0,2411.0,2212.0,1240.0,496.0,139.0,298.0,39.0,0.712153,0.759071,0.64313,0.619355,0.746795,0.600627,0.724509,0.446838,0.395756,0.467852,0.58348,0.701887,0.430809,0.379585,0.466239,0.287847,0.240929,0.35687,0.380645,0.253205,,,,,,,,,,,0,0,0,0,0,0,0,,16.8,7.2,11.9,0.0,0.0,0.0,12.4,14.02,3.0,overcast,cloudy,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,13089.0,18951.0
Germany,2025-05-10,12578.0,0.0,0.0,43.0,0.0,0.0,209.43,0.0,0.0,3083.0,9495.0,11.0,32.0,95.68,113.75,12578.0,43.0,209.43,1.0,7175.0,222.0,60047.0,0.0,0.0,843.0,67.0,213.0,0.0,0.0,784.6,17.76,30.47,0.0,0.0,7175.0,60047.0,222.0,843.0,213.0,67.0,784.6,30.47,17.76,67444.0,1123.0,832.83,10.0,710.0,200.0,0.0,33.0,0.0,0.0,13.1,0.0,920.0,33.0,13.1,6039.5,6281.5,41.0,981.0,973.0,913.0,560.0,222.0,101.0,15.0,15.0,0.358684,0.401667,0.310345,0.247706,0.470588,0.327601,0.404164,0.231752,0.169089,0.201681,0.328503,0.383395,0.25007,0.240036,0.297872,0.641316,0.598333,0.689655,0.752294,0.529412,,,,,,,,,,,0,0,0,0,0,0,0,Liberation Day | Liberation Day,19.7,3.0,13.0,0.0,0.0,0.0,11.6,14.61,2.0,partly_cloudy,dry,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,306.0,1943.0
Netherlands,2025-05-10,84921.0,0.0,0.0,518.0,0.0,0.0,661.35,0.0,0.0,84921.0,0.0,518.0,0.0,661.35,0.0,84921.0,518.0,661.35,1.0,9489.0,752.0,6002.0,0.0,0.0,1202.0,238.0,499.0,0.0,0.0,1800.37,19.39,490.47,0.0,0.0,9489.0,6002.0,752.0,1202.0,499.0,238.0,1800.37,490.47,19.39,16243.0,1939.0,2310.23,41.0,737.0,107.0,10.0,53.0,1.0,1.22,45.96,0.46,885.0,64.0,47.64,29360.82,31493.61,159.0,1931.0,2446.0,1892.0,1111.0,420.0,211.0,134.0,16.0,0.5,0.562327,0.412698,0.39759,0.452941,0.425955,0.525,0.295665,0.260393,0.298173,0.467273,0.568912,0.310307,0.341877,0.363427,0.5,0.437673,0.587302,0.60241,0.547059,,,,,,,,,,,0,0,0,0,0,0,0,,22.2,6.9,15.7,0.0,0.0,0.0,17.4,15.0,3.0,overcast,cloudy,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,831.0,8527.0
Norway,2025-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,18.3,11.2,14.6,0.0,0.0,0.0,15.6,15.41,3.0,overcast,cloudy,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,
Spain,2025-05-10,14282.0,162184.0,0.0,157.0,172.0,0.0,86.67,64.1,0.0,50015.0,126451.0,97.0,232.0,79.44,71.33,176466.0,329.0,150.77,1.0,4381.0,111.0,61176.0,0.0,0.0,728.0,56.0,240.0,0.0,0.0,340.3,4.61,32.19,0.0,0.0,4381.0,61176.0,111.0,728.0,240.0,56.0,340.3,32.19,4.61,65668.0,1024.0,377.1,1.0,4592.0,4392.0,0.0,186.0,54.0,0.0,18.48,1.32,8985.0,240.0,19.8,5904.98,6044.74,34.0,1097.0,1261.0,1076.0,620.0,286.0,160.0,6.0,4.0,0.447264,0.466855,0.439759,0.399038,0.571429,0.42449,0.453169,0.44586,0.300631,0.408163,0.439087,0.475666,0.419099,0.361537,0.244726,0.552736,0.533145,0.560241,0.600962,0.428571,,,,,,,,,,,0,0,0,0,0,0,0,,16.4,7.1,10.9,12.1,0.0,0.0,19.5,8.64,63.0,rain,rain,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,298.0,1115.0
Sweden,2025-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,10.1,3.1,6.5,0.0,0.0,0.0,8.1,7.48,3.0,overcast,cloudy,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,
USA,2025-05-10,12041.0,0.0,0.0,109.0,0.0,0.0,122.1605,0.0,0.0,228.0,11813.0,2.0,107.0,2.888,119.2725,12041.0,109.0,122.1605,1.0,1556.0,29.0,11415.0,0.0,0.0,163.0,9.0,163.0,0.0,0.0,463.2865,7.4195,431.737,0.0,0.0,1556.0,11415.0,29.0,163.0,163.0,9.0,463.2865,431.737,7.4195,13000.0,335.0,902.443,,,,,,,,,,,,,5404.9205,6108.747,13.0,144.0,184.0,143.0,0.0,0.0,0.0,0.0,143.0,0.48913,,,,,0.469804,,,,,0.424703,,,,,0.51087,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,1184.0
Belgium,2025-05-11,15155.0,37232.0,0.0,104.0,31.0,0.0,109.94,27.58,0.0,10119.0,42268.0,31.0,104.0,65.99,71.53,52387.0,135.0,137.52,1.0,3840.0,195.0,30463.0,0.0,0.0,499.0,66.0,223.0,0.0,0.0,222.87,11.14,138.75,0.0,0.0,3840.0,30463.0,195.0,499.0,223.0,66.0,222.87,138.75,11.14,34498.0,788.0,372.76,6.0,520.0,1184.0,0.0,19.0,22.0,0.0,10.08,3.16,1710.0,41.0,13.24,4514.74,5075.94,23.0,729.0,801.0,688.0,445.0,147.0,70.0,22.0,4.0,0.458177,0.536398,0.329268,0.297619,0.296296,0.513064,0.596043,0.395833,0.306897,0.338624,0.500106,0.575431,0.363433,0.389491,0.288889,0.541823,0.463602,0.670732,0.702381,0.703704,,,,,,,,,,,0,0,0,0,0,0,0,,24.1,9.2,17.4,0.0,0.0,0.0,14.9,14.92,2.0,partly_cloudy,dry,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,72.0,2958.0
Denmark,2025-05-11,101319.0,0.0,0.0,971.0,0.0,0.0,481.848,0.0,0.0,17554.0,83765.0,99.0,872.0,116.552,365.296,101319.0,971.0,481.848,1.0,8656.0,0.0,0.0,53673.0,0.0,1382.0,0.0,0.0,209.0,0.0,2503.25066667,0.0,0.0,43.12,0.0,8656.0,0.0,53673.0,1382.0,0.0,209.0,2503.25066667,0.0,43.12,62329.0,1591.0,2546.37066667,45.0,248.0,183.0,24.0,35.0,5.0,7.066666667,22.469333333,3.209333333,476.0,64.0,32.745333333,47531.91333339,51119.6173334,226.0,2517.0,2410.0,2211.0,1240.0,495.0,139.0,298.0,39.0,0.602075,0.746009,0.413002,0.451613,0.423077,0.599894,0.726756,0.436478,0.416206,0.461433,0.585385,0.704663,0.432365,0.381205,0.465762,0.397925,0.253991,0.586998,0.548387,0.576923,,,,,,,,,,,0,0,0,0,0,0,0,,14.4,7.8,11.1,0.0,0.0,0.0,14.8,14.06,3.0,overcast,cloudy,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,13089.0,18951.0
Germany,2025-05-11,17705.0,0.0,0.0,75.0,0.0,0.0,234.57,0.0,0.0,3911.0,13794.0,28.0,47.0,115.6,118.97,17705.0,75.0,234.57,1.0,4377.0,203.0,66434.0,0.0,0.0,545.0,51.0,251.0,0.0,0.0,430.66,15.02,48.47,0.0,0.0,4377.0,66434.0,203.0,545.0,251.0,51.0,430.66,48.47,15.02,71014.0,847.0,494.15,5.0,731.0,145.0,0.0,38.0,1.0,0.0,15.17,0.11,881.0,39.0,15.28,1550.96,1678.76,14.0,980.0,972.0,912.0,559.0,222.0,101.0,15.0,15.0,0.279835,0.353923,0.163793,0.174312,0.117647,0.327652,0.405877,0.230769,0.162269,0.193277,0.326341,0.381599,0.246184,0.239796,0.290698,0.720165,0.646077,0.836207,0.825688,0.882353,,,,,,,,,,,0,0,0,0,0,0,0,,20.0,5.9,13.8,0.0,0.0,0.0,16.1,14.83,0.0,clear,dry,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,306.0,1943.0
Netherlands,2025-05-11,106220.0,0.0,0.0,666.0,0.0,0.0,730.64,0.0,0.0,106220.0,0.0,666.0,0.0,730.64,0.0,106220.0,666.0,730.64,1.0,8645.0,734.0,7109.0,0.0,0.0,1037.0,271.0,480.0,0.0,0.0,1531.09,21.71,496.01,0.0,0.0,8645.0,7109.0,734.0,1037.0,480.0,271.0,1531.09,496.01,21.71,16488.0,1788.0,2048.81,18.0,553.0,94.0,7.0,48.0,0.0,1.0,50.83,0.0,665.0,55.0,51.83,20652.12,21291.42,97.0,1933.0,2450.0,1896.0,1114.0,421.0,211.0,134.0,16.0,0.405714,0.524534,0.230634,0.293173,0.176471,0.421374,0.520382,0.293955,0.258362,0.279167,0.465018,0.566823,0.30723,0.34331,0.356677,0.594286,0.475466,0.769366,0.706827,0.823529,,,,,,,,,,,0,0,0,0,0,0,0,,23.8,10.1,18.1,0.0,0.0,0.0,17.4,15.0,3.0,overcast,cloudy,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,831.0,8527.0
Norway,2025-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,17.1,9.5,12.8,0.0,0.0,0.0,15.1,11.14,3.0,overcast,cloudy,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,
Spain,2025-05-11,17007.0,205739.0,0.0,151.0,199.0,0.0,97.38,73.68,0.0,60125.0,162621.0,71.0,279.0,85.43,85.63,222746.0,350.0,171.06,1.0,2247.0,112.0,50428.0,0.0,0.0,395.0,52.0,206.0,0.0,0.0,220.39,4.39,29.25,0.0,0.0,2247.0,50428.0,112.0,395.0,206.0,52.0,220.39,29.25,4.39,52787.0,653.0,254.03,1.0,5265.0,4313.0,0.0,294.0,40.0,0.0,27.43,0.78,9579.0,334.0,28.21,3622.82,3622.82,10.0,1096.0,1261.0,1076.0,620.0,286.0,160.0,6.0,4.0,0.401269,0.423131,0.406627,0.322115,0.571429,0.42312,0.446774,0.451764,0.303136,0.469388,0.438294,0.475589,0.41694,0.360027,0.255319,0.598731,0.576869,0.593373,0.677885,0.428571,,,,,,,,,,,0,0,0,0,0,0,0,,16.5,6.5,10.8,0.1,0.0,0.0,21.3,14.0,51.0,light_drizzle,rain,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,298.0,1115.0
Sweden,2025-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,13.8,3.2,7.9,0.0,0.0,0.0,14.1,12.97,3.0,overcast,cloudy,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,
USA,2025-05-11,16711.0,0.0,0.0,157.0,0.0,0.0,150.955,0.0,0.0,228.0,16483.0,0.0,157.0,1.8905,149.0645,16711.0,157.0,150.955,1.0,1745.0,23.0,13214.0,0.0,0.0,190.0,8.0,190.0,0.0,0.0,544.198,4.0565,645.6485,0.0,0.0,1745.0,13214.0,23.0,190.0,190.0,8.0,544.198,645.6485,4.0565,14982.0,388.0,1193.903,,,,,,,,,,,,,1027.425,1081.556,5.0,144.0,184.0,143.0,0.0,0.0,0.0,0.0,143.0,0.402174,,,,,0.456964,,,,,0.42573,,,,,0.597826,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,1184.0
Belgium,2025-05-12,13251.0,28804.0,0.0,90.0,33.0,0.0,103.99,20.04,0.0,8269.0,33786.0,31.0,92.0,59.4,64.63,42055.0,123.0,124.03,1.0,9313.0,334.0,34245.0,0.0,0.0,1169.0,118.0,193.0,0.0,0.0,944.96,17.79,89.32,0.0,0.0,9313.0,34245.0,334.0,1169.0,193.0,118.0,944.96,89.32,17.79,43892.0,1480.0,1052.07,25.0,1766.0,3537.0,6.0,59.0,36.0,1.47,30.13,8.3,5328.0,101.0,39.9,15707.61,16215.05,87.0,730.0,806.0,689.0,446.0,147.0,70.0,22.0,4.0,0.468983,0.557875,0.347561,0.25,0.222222,0.509377,0.591507,0.391304,0.30756,0.338624,0.497152,0.57441,0.36042,0.37609,0.281481,0.531017,0.442125,0.652439,0.75,0.777778,,,,,,,,,,,0,0,0,0,0,0,0,,22.9,12.2,17.5,0.0,0.0,0.0,14.3,14.94,2.0,partly_cloudy,dry,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,72.0,2958.0
Denmark,2025-05-12,78477.0,0.0,0.0,583.0,0.0,0.0,475.176,0.0,0.0,14284.0,64193.0,71.0,512.0,119.068,356.108,78477.0,583.0,475.176,1.0,8634.0,0.0,0.0,47405.0,0.0,1435.0,0.0,0.0,193.0,0.0,2747.37333333,0.0,0.0,38.31866667,0.0,8634.0,0.0,47405.0,1435.0,0.0,193.0,2747.37333333,0.0,38.31866667,56039.0,1628.0,2785.692,132.0,350.0,379.0,63.0,33.0,1.0,24.544,28.602666667,0.6826666667,861.0,97.0,53.829333333,97000.66266674,104167.8760001,530.0,2513.0,2407.0,2209.0,1239.0,495.0,139.0,297.0,39.0,0.560864,0.727471,0.349904,0.277419,0.382637,0.600521,0.730152,0.431688,0.417663,0.462523,0.584062,0.706473,0.428699,0.373348,0.458284,0.439136,0.272529,0.650096,0.722581,0.617363,,,,,,,,,,,0,0,0,0,0,0,0,,14.6,6.3,10.5,0.0,0.0,0.0,12.5,15.2,3.0,overcast,cloudy,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,13089.0,18951.0
Germany,2025-05-12,16354.0,0.0,0.0,47.0,0.0,0.0,228.61,0.0,0.0,3518.0,12836.0,11.0,36.0,111.56,117.05,16354.0,47.0,228.61,1.0,10680.0,335.0,67907.0,0.0,0.0,1246.0,84.0,203.0,0.0,0.0,1436.83,30.66,41.33,0.0,0.0,10680.0,67907.0,335.0,1246.0,203.0,84.0,1436.83,41.33,30.66,78922.0,1533.0,1508.82,14.0,1475.0,1205.0,5.0,81.0,4.0,3.09,35.95,1.32,2694.0,90.0,40.36,11447.09,13799.2,101.0,904.0,901.0,841.0,515.0,213.0,84.0,14.0,15.0,0.27525,0.351351,0.183857,0.108696,0.0625,0.322346,0.398552,0.227077,0.163073,0.186441,0.322434,0.378947,0.239787,0.234743,0.280156,0.72475,0.648649,0.816143,0.891304,0.9375,,,,,,,,,,,0,0,0,0,0,0,0,,17.7,5.2,12.2,0.0,0.0,0.0,18.2,14.86,2.0,partly_cloudy,dry,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,306.0,1943.0
Netherlands,2025-05-12,112654.0,0.0,0.0,659.0,0.0,0.0,754.5,0.0,0.0,112654.0,0.0,659.0,0.0,754.5,0.0,112654.0,659.0,754.5,1.0,14702.0,1074.0,6292.0,0.0,0.0,1714.0,395.0,506.0,0.0,0.0,2979.25,35.99,542.92,0.0,0.0,14702.0,6292.0,1074.0,1714.0,506.0,395.0,2979.25,542.92,35.99,22068.0,2615.0,3558.16,70.0,1841.0,795.0,24.0,90.0,3.0,3.24,93.08,1.48,2706.0,117.0,97.8,60995.56,64507.68,298.0,1937.0,2454.0,1901.0,1118.0,421.0,212.0,134.0,16.0,0.407905,0.509655,0.272887,0.236,0.276471,0.424523,0.523491,0.296612,0.259494,0.286789,0.460415,0.563408,0.301685,0.337796,0.345947,0.592095,0.490345,0.727113,0.764,0.723529,,,,,,,,,,,0,0,0,0,0,0,0,,23.9,13.1,18.7,0.0,0.0,0.0,17.0,15.0,1.0,mainly_clear,dry,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,831.0,8527.0
Norway,2025-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,21.4,8.9,14.9,0.0,0.0,0.0,12.6,13.28,3.0,overcast,cloudy,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,
Spain,2025-05-12,13448.0,173858.0,0.0,149.0,145.0,0.0,88.41,64.36,0.0,59943.0,127363.0,95.0,199.0,86.67,66.1,187306.0,294.0,152.77,1.0,10776.0,293.0,92782.0,0.0,0.0,1586.0,120.0,413.0,0.0,0.0,915.31,15.1,105.94,0.0,0.0,10776.0,92782.0,293.0,1586.0,413.0,120.0,915.31,105.94,15.1,103851.0,2119.0,1036.35,2.0,16245.0,10819.0,1.0,825.0,71.0,0.62,142.71,3.59,27066.0,897.0,146.92,26129.35,33576.34,158.0,1097.0,1260.0,1075.0,619.0,283.0,163.0,6.0,4.0,0.390476,0.430791,0.413374,0.232227,0.285714,0.423564,0.445272,0.454352,0.307054,0.489796,0.43662,0.474751,0.416534,0.353079,0.257511,0.609524,0.569209,0.586626,0.767773,0.714286,,,,,,,,,,,0,0,0,0,0,0,0,,16.6,3.5,10.7,0.0,0.0,0.0,16.0,13.95,3.0,overcast,cloudy,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,298.0,1115.0
Sweden,2025-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,16.9,2.8,10.4,0.0,0.0,0.0,12.2,14.34,3.0,overcast,cloudy,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,
USA,2025-05-12,14949.0,0.0,0.0,95.0,0.0,0.0,149.549,0.0,0.0,339.0,14610.0,0.0,95.0,3.1825,146.3665,14949.0,95.0,149.549,1.0,2392.0,50.0,16881.0,0.0,0.0,253.0,14.0,198.0,0.0,0.0,898.396,7.942,546.2215,0.0,0.0,2392.0,16881.0,50.0,253.0,198.0,14.0,898.396,546.2215,7.942,19323.0,465.0,1452.5595,,,,,,,,,,,,,1928.0345,3611.1685,20.0,143.0,183.0,142.0,0.0,0.0,0.0,0.0,142.0,0.47541,,,,,0.463281,,,,,0.429534,,,,,0.52459,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,1184.0
Belgium,2025-05-13,11203.0,30070.0,0.0,89.0,15.0,0.0,105.37,15.62,0.0,8095.0,33178.0,30.0,74.0,58.65,62.34,41273.0,104.0,120.99,1.0,9785.0,351.0,36639.0,0.0,0.0,1253.0,104.0,210.0,0.0,0.0,988.4,16.38,102.7,0.0,0.0,9785.0,36639.0,351.0,1253.0,210.0,104.0,988.4,102.7,16.38,46775.0,1567.0,1107.48,21.0,1562.0,3011.0,4.0,46.0,38.0,0.84,19.88,9.8,4594.0,88.0,30.52,29289.47,29777.51,91.0,730.0,807.0,688.0,445.0,147.0,70.0,22.0,4.0,0.484511,0.579545,0.347561,0.27381,0.185185,0.503654,0.585472,0.382404,0.308219,0.333333,0.497771,0.576138,0.362263,0.367355,0.282716,0.515489,0.420455,0.652439,0.72619,0.814815,,,,,,,,,,,0,0,0,0,0,0,0,,22.2,9.9,16.7,0.0,0.0,0.0,12.3,14.97,1.0,mainly_clear,dry,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,72.0,2958.0
