MARKET_NAME,DATE,FB_LOWER_IMPRESSIONS,FB_UPPER_IMPRESSIONS,FB_APP_IMPRESSIONS,FB_LOWER_CLICKS,FB_UPPER_CLICKS,FB_APP_CLICKS,FB_LOWER_COST,FB_UPPER_COST,FB_APP_COST,FB_VIDEO_IMPRESSIONS,FB_STATIC_IMPRESSIONS,FB_VIDEO_CLICKS,FB_STATIC_CLICKS,FB_VIDEO_COST,FB_STATIC_COST,FB_TOTAL_IMPRESSIONS,FB_TOTAL_CLICKS,FB_TOTAL_COST,PMAX_LOCAL,GOOGLE_SEARCH_NONBRAND_IMPRESSIONS,GOOGLE_SEARCH_BRAND_IMPRESSIONS,GOOGLE_PMAX_IMPRESSIONS,GOOGLE_DISPLAY_IMPRESSIONS,GOOGLE_YOUTUBE_IMPRESSIONS,GOOGLE_SEARCH_NONBRAND_CLICKS,GOOGLE_SEARCH_BRAND_CLICKS,GOOGLE_PMAX_CLICKS,GOOGLE_DISPLAY_CLICKS,GOOGLE_YOUTUBE_CLICKS,GOOGLE_SEARCH_NONBRAND_COST,GOOGLE_SEARCH_BRAND_COST,GOOGLE_PMAX_COST,GOOGLE_DISPLAY_COST,GOOGLE_YOUTUBE_COST,GOOGLE_SEARCH_NONBRAND_IMPRESSIONS_2,GOOGLE_PMAX_IMPRESSIONS_2,GOOGLE_OTHER_IMPRESSIONS_2,GOOGLE_SEARCH_NONBRAND_CLICKS_2,GOOGLE_PMAX_CLICKS_2,GOOGLE_OTHER_CLICKS_2,GOOGLE_SEARCH_NONBRAND_COST_2,GOOGLE_PMAX_COST_2,GOOGLE_OTHER_COST_2,GOOGLE_TOTAL_IMPRESSIONS,GOOGLE_TOTAL_CLICKS,GOOGLE_TOTAL_COST,BING_SEARCH_BRAND_IMPRESSIONS,BING_SEARCH_NONBRAND_IMPRESSIONS,BING_OTHER_IMPRESSIONS,BING_SEARCH_BRAND_CLICKS,BING_SEARCH_NONBRAND_CLICKS,BING_OTHER_CLICKS,BING_SEARCH_BRAND_COST,BING_SEARCH_NONBRAND_COST,BING_OTHER_COST,BING_TOTAL_IMPRESSIONS,BING_TOTAL_CLICKS,BING_TOTAL_COST,GMV_NET_EUR,GMV_GROSS_EUR,BOOKINGS,ACTIVE_INCL_HIDDEN_VEHICLES,ACTIVE_VEHICLE_LOCATIONS,ACTIVE_VEHICLES,ACTIVE_VEHICLES_CAR,ACTIVE_VEHICLES_VAN,ACTIVE_VEHICLES_MINIBUS,ACTIVE_VEHICLES_MOVINGTRUCK,ACTIVE_VEHICLES_OTHERS,OCCUPANCY_RATE,OCCUPANCY_RATE_CAR,OCCUPANCY_RATE_VAN,OCCUPANCY_RATE_MINIBUS,OCCUPANCY_RATE_MOVINGTRUCK,OCCUPANCY_RATE_7D,OCCUPANCY_RATE_CAR_7D,OCCUPANCY_RATE_VAN_7D,OCCUPANCY_RATE_MINIBUS_7D,OCCUPANCY_RATE_MOVINGTRUCK_7D,OCCUPANCY_RATE_30D,OCCUPANCY_RATE_CAR_30D,OCCUPANCY_RATE_VAN_30D,OCCUPANCY_RATE_MINIBUS_30D,OCCUPANCY_RATE_MOVINGTRUCK_30D,AVAILABILITY_RATE,AVAILABILITY_RATE_CAR,AVAILABILITY_RATE_VAN,AVAILABILITY_RATE_MINIBUS,AVAILABILITY_RATE_MOVINGTRUCK,CRM_EMAIL_NEWSLETTER_SENDS,CRM_EMAIL_NEWSLETTER_OPENS,CRM_EMAIL_NEWSLETTER_CLICKS,CRM_EMAIL_JOURNEY_SENDS,CRM_EMAIL_JOURNEY_OPENS,CRM_EMAIL_JOURNEY_CLICKS,CRM_EMAIL_TOTAL_SENDS,CRM_EMAIL_TOTAL_OPENS,CRM_EMAIL_TOTAL_CLICKS,CRM_EMAIL_UNSUBSCRIBES,CRM_REACHABLE_AUDIENCE,CRM_CUMULATIVE_USERS,CRM_CUMULATIVE_UNSUBSCRIBES,IS_HOLIDAY,IS_LONG_WEEKEND,IS_BRIDGE_DAY,IS_SCHOOL_HOLIDAY,HOLIDAY_NAMES,TEMPERATURE_MAX,TEMPERATURE_MIN,TEMPERATURE_MEAN,PRECIPITATION_MM,SNOWFALL_CM,SNOW_DEPTH_M,WINDSPEED_MAX_KMH,SUNSHINE_HOURS,WEATHER_CODE,WEATHER_CONDITION,WEATHER_BUCKET,IS_FREEZING,IS_HOT,IS_SNOWING,IS_RAINING,IS_DRY,SESSIONS,NEW_USERS,TOTAL_USERS,ACTIVE_1DAY_USERS,N_LOCATIONS_ON_MARKETING,N_LOCATIONS,N_PARTNERS,N_PARTNERS_ON_MARKETING,AVG_BASE_PRICE,AVG_BASE_CAR_PRICE,AVG_PRICE,AVG_CAR_PRICE,SEO_BRAND_CLICKS_MONTH,SEO_BRAND_IMPRESSIONS_MONTH
Denmark,2024-01-29,20473,11701,1422,82,13,5,210.649333333,21.457333333,13.513333333,12360,21236,38,62,103.874666667,141.745333333,33596,100,245.62,1,5602,0,12969,0,0,1338,0,246,0,0,2164.64666666,0.00000000,384.32266667,0.00000000,0.00000000,5602,12969,0,1338,246,0,2164.64666666,384.32266667,0.00000000,18571,1584,2548.96933333,71,570,21,21,56,0,10.025333333,81.186666667,0,662,77,91.212,91025.929333400000,97653.292000080000,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,81,54,12,81,54,12,15,155110,182042,26932,0,0,0,0,,6.8,3.6,5.0,0.0,0.00,0.00,23.6,6.63,3,overcast,cloudy,0,0,0,0,1,4521,2097,3641,3416,,,,,,,,,8868,12851
Germany,2024-01-29,0,11027,0,0,2,0,0,9.96,0,0,11027,0,2,0,9.96,11027,2,9.96,1,8773,35,637,0,0,542,20,54,0,0,499.23000000,2.99000000,50.00000000,0.00000000,0.00000000,8773,637,35,542,54,20,499.23000000,50.00000000,2.99000000,9445,616,552.22000000,,,,,,,,,,,,,4806.190000000000,5451.490000000000,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,19,17,13,19,17,13,0,1741,1802,61,0,0,0,0,,9.1,-2.2,2.0,0.0,0.00,0.00,12.2,7.90,3,overcast,cloudy,1,0,0,0,1,758,479,656,641,,,,,,,,,245,628
Netherlands,2024-01-29,7223,35881,0,45,12,0,73.15,29.91,0,16608,26496,21,36,35.02,68.04,43104,57,103.06,1,9478,376,4293,0,0,1579,198,249,0,0,2097.77000000,17.93000000,230.51000000,0.00000000,0.00000000,9478,4293,376,1579,249,198,2097.77000000,230.51000000,17.93000000,14147,2026,2346.21000000,0,596,7138,0,31,18,0,38.16,8.63,7734,49,46.79,28504.640000000000,32314.270000000000,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,131,85,43,131,85,43,6,20380,21384,1004,0,0,0,0,,10.2,3.5,6.4,0.0,0.00,0.00,15.3,3.94,3,overcast,cloudy,0,0,0,0,1,4357,2329,3587,3407,,,,,,,,,387,3372
Norway,2024-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,3.4,-6.2,1.5,0.0,0.00,0.56,24.3,3.34,3,overcast,cloudy,1,0,0,0,1,,,,,,,,,,,,,,
Spain,2024-01-29,0,164517,0,0,110,0,0,54.62,0,22847,141670,12,98,7.6,47.02,164517,110,54.62,1,10016,133,1221,0,0,1885,69,150,0,0,1506.07000000,9.14000000,79.77000000,0.00000000,0.00000000,10016,1221,133,1885,150,69,1506.07000000,79.77000000,9.14000000,11370,2104,1594.98000000,6,1501,376,0,59,0,0,19.63,0,1883,59,19.63,10156.400000000000,10854.800000000000,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,18,4,3,18,4,3,1,11286,11484,198,0,0,0,0,,12.7,3.6,7.0,0.0,0.00,0.00,13.2,9.26,3,overcast,cloudy,0,0,0,0,1,2297,1464,2060,2005,,,,,,,,,166,604
Sweden,2024-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,5.2,-0.3,3.4,0.0,0.00,0.12,22.1,0.51,3,overcast,cloudy,1,0,0,0,1,,,,,,,,,,,,,,
USA,2024-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,2024-01-30,,,,,,,,,,,,,,,,,,,1,4630,63,1073,0,0,724,35,72,0,0,619.67000000,4.73000000,64.62000000,0.00000000,0.00000000,4630,1073,63,724,72,35,619.67000000,64.62000000,4.73000000,5766,831,689.02000000,,,,,,,,,,,,,11695.240000000000,13592.240000000000,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,11,7,1,11,7,1,1,1942,1978,36,0,0,0,0,,10.7,6.2,8.6,0.0,0.00,0.00,25.8,1.72,3,overcast,cloudy,0,0,0,0,1,1098,633,935,902,,,,,,,,,80,1098
Denmark,2024-01-30,19471,11347,1416,89,4,7,206.454666667,21.096,13.324,10770,21464,42,58,99.636,141.238666667,32234,100,240.874666667,1,5261,0,11521,0,0,1271,0,274,0,0,2114.70666668,0.00000000,435.74533333,0.00000000,0.00000000,5261,11521,0,1271,274,0,2114.70666668,435.74533333,0.00000000,16782,1545,2550.45200001,35,533,16,19,35,0,9.381333333,44.292,0,584,54,53.673333333,66533.188000010000,71823.126666670000,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,56,38,11,56,38,11,13,155129,182073,26944,0,0,0,0,,7.9,5.2,6.5,0.5,0.00,0.00,23.2,0.00,51,light_drizzle,rain,0,0,0,0,1,4589,2087,3594,3390,,,,,,,,,8868,12851
Germany,2024-01-30,0,10309,0,0,5,0,0,9.82,0,0,10309,0,5,0,9.82,10309,5,9.82,1,7710,41,669,0,0,541,18,66,0,0,505.37000000,2.48000000,42.11000000,0.00000000,0.00000000,7710,669,41,541,66,18,505.37000000,42.11000000,2.48000000,8420,625,549.96000000,,,,,,,,,,,,,1937.900000000000,2035.900000000000,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,2,0,3,2,0,0,1744,1805,61,0,0,0,0,,8.5,-1.2,3.8,0.4,0.00,0.00,18.4,5.93,51,light_drizzle,rain,1,0,0,0,1,754,453,662,638,,,,,,,,,245,628
Netherlands,2024-01-30,6933,34590,0,41,10,0,71.89,29.52,0,16619,24904,13,38,36.13,65.28,41523,51,101.41,1,8957,340,4739,0,0,1466,191,279,0,0,1945.35000000,14.88000000,246.42000000,0.00000000,0.00000000,8957,4739,340,1466,279,191,1945.35000000,246.42000000,14.88000000,14036,1936,2206.65000000,0,525,6973,0,21,8,0,23.16,2.77,7498,29,25.93,30566.130000000000,36863.830000000000,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,52,38,17,52,38,17,2,20425,21431,1006,0,0,0,0,,10.7,5.8,8.0,0.7,0.00,0.00,29.0,0.00,51,light_drizzle,rain,0,0,0,0,1,3995,2111,3321,3143,,,,,,,,,387,3372
Norway,2024-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0.1,-5.5,-2.0,4.5,3.15,0.57,9.4,0.00,75,heavy_snow,snow,1,0,1,0,0,,,,,,,,,,,,,,
Spain,2024-01-30,0,148478,0,0,73,0,0,54.02,0,16368,132110,7,66,5.98,48.04,148478,73,54.02,1,10571,80,1028,0,0,1886,48,77,0,0,1463.99000000,5.56000000,28.71000000,0.00000000,0.00000000,10571,1028,80,1886,77,48,1463.99000000,28.71000000,5.56000000,11679,2011,1498.26000000,5,1897,451,1,36,0,0.67,11.58,1.776356839e-15,2353,37,12.25,7592.770000000000,9977.670000000000,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5,0,0,5,0,0,1,11288,11487,199,0,0,0,0,,11.3,1.7,5.6,0.0,0.00,0.00,7.9,8.34,3,overcast,cloudy,0,0,0,0,1,2166,1392,1936,1874,,,,,,,,,166,604
Sweden,2024-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,2.8,-1.2,1.2,4.4,0.00,0.09,12.3,0.00,53,drizzle,rain,1,0,0,1,0,,,,,,,,,,,,,,
USA,2024-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,2024-01-31,,,,,,,,,,,,,,,,,,,1,4777,85,1033,0,0,801,49,58,0,0,688.67000000,8.86000000,51.59000000,0.00000000,0.00000000,4777,1033,85,801,58,49,688.67000000,51.59000000,8.86000000,5895,908,749.12000000,,,,,,,,,,,,,6090.550000000000,6982.050000000000,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,14,11,11,14,11,11,0,1955,1991,36,0,0,0,0,,7.8,3.0,5.8,0.1,0.00,0.00,28.6,7.94,51,light_drizzle,rain,0,0,0,0,1,1175,707,992,962,,,,,,,,,80,1098
Denmark,2024-01-31,21144,11055,1412,67,6,1,204.429333333,20.92,13.44,11370,22241,32,42,104.590666667,134.198666667,33611,74,238.789333333,1,5334,0,12626,0,0,1197,0,263,0,0,2047.28400002,0.00000000,392.82933333,0.00000000,0.00000000,5334,12626,0,1197,263,0,2047.28400002,392.82933333,0.00000000,17960,1460,2440.11333335,50,515,13,25,44,0,13.624,47.926666667,0,578,69,61.550666667,73849.870666710000,82365.870666730000,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,71,50,9,71,50,9,14,155152,182107,26955,0,0,0,0,,6.1,2.5,4.7,2.8,0.00,0.00,40.1,2.37,61,light_rain,rain,0,0,0,1,0,4430,2082,3568,3310,,,,,,,,,8868,12851
Germany,2024-01-31,0,10221,0,0,7,0,0,9.73,0,0,10221,0,7,0,9.73,10221,7,9.73,1,6714,62,458,0,0,457,22,49,0,0,417.70000000,5.56000000,29.57000000,0.00000000,0.00000000,6714,458,62,457,49,22,417.70000000,29.57000000,5.56000000,7234,528,452.83000000,,,,,,,,,,,,,6481.170000000000,6703.870000000000,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,3,1,4,3,1,0,1747,1808,61,0,0,0,0,,6.9,2.7,4.8,0.1,0.00,0.00,24.7,1.30,51,light_drizzle,rain,0,0,0,0,1,704,414,602,583,,,,,,,,,245,628
Netherlands,2024-01-31,6574,34673,0,32,14,0,70.43,29.36,0,16677,24570,18,28,35.63,64.16,41247,46,99.79,1,8489,378,4566,0,0,1343,197,265,0,0,1891.33000000,17.60000000,260.72000000,0.00000000,0.00000000,8489,4566,378,1343,265,197,1891.33000000,260.72000000,17.60000000,13433,1805,2169.65000000,0,571,7097,0,41,15,0,52.13,9.41,7668,56,61.54,27847.120000000000,31888.120000000000,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,48,35,17,48,35,17,2,20467,21475,1008,0,0,0,0,,7.9,3.5,6.1,1.2,0.00,0.00,27.5,0.30,55,heavy_drizzle,rain,0,0,0,1,0,3994,2049,3210,3047,,,,,,,,,387,3372
Norway,2024-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,3.4,-7.2,-1.8,1.3,0.00,0.57,35.9,0.00,51,light_drizzle,rain,1,0,0,1,0,,,,,,,,,,,,,,
Spain,2024-01-31,0,144663,0,0,80,0,0,53.57,0,22287,122376,9,71,8.29,45.28,144663,80,53.57,1,9751,108,997,0,0,1822,62,96,0,0,1426.79000000,7.51000000,31.26000000,0.00000000,0.00000000,9751,997,108,1822,96,62,1426.79000000,31.26000000,7.51000000,10856,1980,1465.56000000,3,1217,562,0,35,1,0,11.92,0.05,1782,36,11.97,16750.020000000000,23238.730000000000,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,17,7,1,17,7,1,0,11302,11501,199,0,0,0,0,,12.7,1.9,6.3,0.0,0.00,0.00,12.5,9.43,3,overcast,cloudy,0,0,0,0,1,2137,1341,1912,1849,,,,,,,,,166,604
Sweden,2024-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,3.5,0.9,2.3,1.4,0.00,0.07,29.9,1.74,53,drizzle,rain,0,0,0,1,0,,,,,,,,,,,,,,
USA,2024-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,2024-02-01,,,,,,,,,,,,,,,,,,,1,4528,67,1106,0,0,697,22,60,0,0,601.00000000,2.84000000,47.33000000,0.00000000,0.00000000,4528,1106,67,697,60,22,601.00000000,47.33000000,2.84000000,5701,779,651.17000000,,,,,,,,,,,,,7911.740000000000,9137.640000000000,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,10,4,3,10,4,3,1,1960,1997,37,0,0,0,0,,8.5,1.7,6.2,4.6,0.00,0.00,27.6,7.88,61,light_rain,rain,0,0,0,1,0,969,564,828,790,,,,,,,,,80,1006
Denmark,2024-02-01,24464,11035,1617,79,9,2,203.985333333,20.88,13.341333333,11957,25159,37,53,96.008,142.198666667,37116,90,238.206666667,1,5017,0,11158,0,0,1125,0,276,0,0,1945.50266665,0.00000000,460.98000000,0.00000000,0.00000000,5017,11158,0,1125,276,0,1945.50266665,460.98000000,0.00000000,16175,1401,2406.48266665,41,442,9,19,49,0,8.44,58.364,7.105427358e-15,492,68,66.804,45486.908000040000,49680.265333380000,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,69,44,5,69,44,5,16,155168,182137,26969,0,0,0,0,,6.6,3.5,4.9,0.8,0.00,0.00,34.8,7.64,53,drizzle,rain,0,0,0,0,1,4124,1963,3385,3112,,,,,,,,,9112,13276
Germany,2024-02-01,0,10707,0,0,1,0,0,9.76,0,0,10707,0,1,0,9.76,10707,1,9.76,1,7539,71,372,0,0,497,20,39,0,0,464.62000000,2.89000000,27.07000000,0.00000000,0.00000000,7539,372,71,497,39,20,464.62000000,27.07000000,2.89000000,7982,556,494.58000000,,,,,,,,,,,,,4644.580000000000,5328.180000000000,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,12,9,4,12,9,4,0,1757,1818,61,0,0,0,0,,7.1,2.6,5.0,2.6,0.00,0.00,24.5,6.05,55,heavy_drizzle,rain,0,0,0,1,0,701,442,602,579,,,,,,,,,242,601
Netherlands,2024-02-01,6370,35335,0,36,19,0,70.57,29.22,0,16251,25454,28,27,35.01,64.78,41705,55,99.79,1,8031,309,3995,0,0,1342,172,244,0,0,1815.73000000,14.08000000,239.09000000,0.00000000,0.00000000,8031,3995,309,1342,244,172,1815.73000000,239.09000000,14.08000000,12335,1758,2068.90000000,0,448,9313,0,18,21,0,27.92,12.27,9761,39,40.19,38412.970000000000,40456.220000000000,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,54,41,26,54,41,26,1,20516,21525,1009,0,0,0,0,,9.1,3.7,6.3,3.1,0.00,0.00,25.3,7.36,61,light_rain,rain,0,0,0,1,0,3980,2192,3420,3246,,,,,,,,,329,3228
Norway,2024-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,3.7,-1.7,1.3,0.0,0.00,0.56,24.7,7.00,3,overcast,cloudy,1,0,0,0,1,,,,,,,,,,,,,,
Spain,2024-02-01,0,152250,0,0,68,0,0,53.64,0,25176,127074,4,64,8.95,44.69,152250,68,53.64,1,9471,78,1849,0,0,1720,39,140,0,0,1338.01000000,5.61000000,55.91000000,0.00000000,0.00000000,9471,1849,78,1720,140,39,1338.01000000,55.91000000,5.61000000,11398,1899,1399.53000000,3,885,241,0,39,2,0,8.9,0.12,1129,41,9.02,13402.570000000000,14426.620000000000,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,42,23,0,42,23,0,0,11333,11532,199,0,0,0,0,,15.1,4.1,8.4,0.0,0.00,0.00,20.7,9.69,3,overcast,cloudy,0,0,0,0,1,2010,1287,1794,1730,,,,,,,,,189,619
Sweden,2024-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,3.7,-1.7,1.5,0.4,0.00,0.05,29.3,7.82,51,light_drizzle,rain,1,0,0,0,1,,,,,,,,,,,,,,
USA,2024-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,2024-02-02,,,,,,,,,,,,,,,,,,,1,3788,66,1007,0,0,582,22,51,0,0,457.31000000,3.95000000,49.73000000,0.00000000,0.00000000,3788,1007,66,582,51,22,457.31000000,49.73000000,3.95000000,4861,655,510.99000000,,,,,,,,,,,,,8884.990000000000,9530.050000000000,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,9,7,6,9,7,6,0,1968,2005,37,0,0,0,0,,8.2,1.9,5.7,0.1,0.00,0.00,28.2,2.90,51,light_drizzle,rain,0,0,0,0,1,899,507,767,730,,,,,,,,,80,1006
Denmark,2024-02-02,23297,10964,1248,88,10,11,204.318666667,20.901333333,12.725333333,14297,21212,50,59,109.798666667,128.146666667,35509,109,237.945333333,1,4630,0,11633,0,0,1107,0,259,0,0,2012.94000000,0.00000000,370.91466667,0.00000000,0.00000000,4630,11633,0,1107,259,0,2012.94000000,370.91466667,0.00000000,16263,1366,2383.85466667,43,357,3,15,30,0,7.796,42.72,0,403,45,50.516,53621.380000030000,67369.692000030000,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,118,86,9,118,86,9,10,155232,182208,26976,0,0,0,0,,8.9,3.5,6.9,1.4,0.00,0.00,30.1,0.00,51,light_drizzle,rain,0,0,0,1,0,4044,1893,3290,3044,,,,,,,,,9112,13276
Germany,2024-02-02,0,10023,0,0,3,0,0,9.29,0,0,10023,0,3,0,9.29,10023,3,9.29,1,6170,55,355,0,0,408,14,32,0,0,374.35000000,2.10000000,18.49000000,0.00000000,0.00000000,6170,355,55,408,32,14,374.35000000,18.49000000,2.10000000,6580,454,394.94000000,,,,,,,,,,,,,4373.600000000000,6141.300000000000,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,9,6,6,9,6,6,0,1765,1826,61,0,0,0,0,,7.3,2.7,5.2,0.1,0.00,0.00,27.9,2.00,51,light_drizzle,rain,0,0,0,0,1,605,356,522,494,,,,,,,,,242,601
Netherlands,2024-02-02,7017,33830,0,54,8,0,69.9,28.32,0,16777,24070,35,27,38.59,59.63,40847,62,98.22,1,8359,355,3829,0,0,1295,187,276,0,0,1732.54000000,14.01000000,294.67000000,0.00000000,0.00000000,8359,3829,355,1295,276,187,1732.54000000,294.67000000,14.01000000,12543,1758,2041.22000000,0,396,680,0,24,1,0,31.51,0.43,1076,25,31.94,36781.990000000000,40652.590000000000,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,69,49,27,69,49,27,2,20576,21587,1011,0,0,0,0,,10.0,4.9,7.9,0.0,0.00,0.00,29.3,2.10,3,overcast,cloudy,0,0,0,0,1,4028,1993,3260,3062,,,,,,,,,329,3228
Norway,2024-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,7.6,-6.4,0.7,2.9,1.68,0.55,22.3,1.14,75,heavy_snow,snow,1,0,1,0,0,,,,,,,,,,,,,,
Spain,2024-02-02,0,140127,0,0,75,0,0,49.9,0,23648,116479,5,70,8.5,41.4,140127,75,49.9,1,5850,59,4674,0,0,1107,39,218,0,0,780.84000000,3.84000000,44.21000000,0.00000000,0.00000000,5850,4674,59,1107,218,39,780.84000000,44.21000000,3.84000000,10583,1364,828.89000000,7,652,117,0,23,0,0,6.18,0,776,23,6.18,10207.810000000000,11964.710000000000,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,62,28,0,62,28,0,0,11378,11577,199,0,0,0,0,,13.1,3.0,7.1,0.0,0.00,0.00,19.5,9.70,3,overcast,cloudy,0,0,0,0,1,1537,888,1326,1277,,,,,,,,,189,619
Sweden,2024-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,3.5,-2.7,0.6,1.4,0.07,0.05,22.3,1.87,71,light_snow,snow,1,0,1,0,0,,,,,,,,,,,,,,
USA,2024-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,2024-02-03,,,,,,,,,,,,,,,,,,,1,3187,62,981,0,0,498,27,51,0,0,348.64000000,4.89000000,39.99000000,0.00000000,0.00000000,3187,981,62,498,51,27,348.64000000,39.99000000,4.89000000,4230,576,393.52000000,,,,,,,,,,,,,2452.180000000000,2542.180000000000,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,11,5,2,11,5,2,0,1978,2015,37,0,0,0,0,,9.8,7.3,8.7,0.2,0.00,0.00,26.7,0.00,51,light_drizzle,rain,0,0,0,0,1,735,458,649,625,,,,,,,,,80,1006
