MARKET_NAME,DATE,FB_LOWER_IMPRESSIONS,FB_UPPER_IMPRESSIONS,FB_APP_IMPRESSIONS,FB_LOWER_CLICKS,FB_UPPER_CLICKS,FB_APP_CLICKS,FB_LOWER_COST,FB_UPPER_COST,FB_APP_COST,FB_VIDEO_IMPRESSIONS,FB_STATIC_IMPRESSIONS,FB_VIDEO_CLICKS,FB_STATIC_CLICKS,FB_VIDEO_COST,FB_STATIC_COST,FB_TOTAL_IMPRESSIONS,FB_TOTAL_CLICKS,FB_TOTAL_COST,PMAX_LOCAL,GOOGLE_SEARCH_NONBRAND_IMPRESSIONS,GOOGLE_SEARCH_BRAND_IMPRESSIONS,GOOGLE_PMAX_IMPRESSIONS,GOOGLE_DISPLAY_IMPRESSIONS,GOOGLE_YOUTUBE_IMPRESSIONS,GOOGLE_SEARCH_NONBRAND_CLICKS,GOOGLE_SEARCH_BRAND_CLICKS,GOOGLE_PMAX_CLICKS,GOOGLE_DISPLAY_CLICKS,GOOGLE_YOUTUBE_CLICKS,GOOGLE_SEARCH_NONBRAND_COST,GOOGLE_SEARCH_BRAND_COST,GOOGLE_PMAX_COST,GOOGLE_DISPLAY_COST,GOOGLE_YOUTUBE_COST,GOOGLE_SEARCH_NONBRAND_IMPRESSIONS_2,GOOGLE_PMAX_IMPRESSIONS_2,GOOGLE_OTHER_IMPRESSIONS_2,GOOGLE_SEARCH_NONBRAND_CLICKS_2,GOOGLE_PMAX_CLICKS_2,GOOGLE_OTHER_CLICKS_2,GOOGLE_SEARCH_NONBRAND_COST_2,GOOGLE_PMAX_COST_2,GOOGLE_OTHER_COST_2,GOOGLE_TOTAL_IMPRESSIONS,GOOGLE_TOTAL_CLICKS,GOOGLE_TOTAL_COST,BING_SEARCH_BRAND_IMPRESSIONS,BING_SEARCH_NONBRAND_IMPRESSIONS,BING_OTHER_IMPRESSIONS,BING_SEARCH_BRAND_CLICKS,BING_SEARCH_NONBRAND_CLICKS,BING_OTHER_CLICKS,BING_SEARCH_BRAND_COST,BING_SEARCH_NONBRAND_COST,BING_OTHER_COST,BING_TOTAL_IMPRESSIONS,BING_TOTAL_CLICKS,BING_TOTAL_COST,GMV_NET_EUR,GMV_GROSS_EUR,BOOKINGS,ACTIVE_INCL_HIDDEN_VEHICLES,ACTIVE_VEHICLE_LOCATIONS,ACTIVE_VEHICLES,ACTIVE_VEHICLES_CAR,ACTIVE_VEHICLES_VAN,ACTIVE_VEHICLES_MINIBUS,ACTIVE_VEHICLES_MOVINGTRUCK,ACTIVE_VEHICLES_OTHERS,OCCUPANCY_RATE,OCCUPANCY_RATE_CAR,OCCUPANCY_RATE_VAN,OCCUPANCY_RATE_MINIBUS,OCCUPANCY_RATE_MOVINGTRUCK,OCCUPANCY_RATE_7D,OCCUPANCY_RATE_CAR_7D,OCCUPANCY_RATE_VAN_7D,OCCUPANCY_RATE_MINIBUS_7D,OCCUPANCY_RATE_MOVINGTRUCK_7D,OCCUPANCY_RATE_30D,OCCUPANCY_RATE_CAR_30D,OCCUPANCY_RATE_VAN_30D,OCCUPANCY_RATE_MINIBUS_30D,OCCUPANCY_RATE_MOVINGTRUCK_30D,AVAILABILITY_RATE,AVAILABILITY_RATE_CAR,AVAILABILITY_RATE_VAN,AVAILABILITY_RATE_MINIBUS,AVAILABILITY_RATE_MOVINGTRUCK,CRM_EMAIL_NEWSLETTER_SENDS,CRM_EMAIL_NEWSLETTER_OPENS,CRM_EMAIL_NEWSLETTER_CLICKS,CRM_EMAIL_JOURNEY_SENDS,CRM_EMAIL_JOURNEY_OPENS,CRM_EMAIL_JOURNEY_CLICKS,CRM_EMAIL_TOTAL_SENDS,CRM_EMAIL_TOTAL_OPENS,CRM_EMAIL_TOTAL_CLICKS,CRM_EMAIL_UNSUBSCRIBES,CRM_REACHABLE_AUDIENCE,CRM_CUMULATIVE_USERS,CRM_CUMULATIVE_UNSUBSCRIBES,IS_HOLIDAY,IS_LONG_WEEKEND,IS_BRIDGE_DAY,IS_SCHOOL_HOLIDAY,HOLIDAY_NAMES,TEMPERATURE_MAX,TEMPERATURE_MIN,TEMPERATURE_MEAN,PRECIPITATION_MM,SNOWFALL_CM,SNOW_DEPTH_M,WINDSPEED_MAX_KMH,SUNSHINE_HOURS,WEATHER_CODE,WEATHER_CONDITION,WEATHER_BUCKET,IS_FREEZING,IS_HOT,IS_SNOWING,IS_RAINING,IS_DRY,SESSIONS,NEW_USERS,TOTAL_USERS,ACTIVE_1DAY_USERS,N_LOCATIONS_ON_MARKETING,N_LOCATIONS,N_PARTNERS,N_PARTNERS_ON_MARKETING,AVG_BASE_PRICE,AVG_BASE_CAR_PRICE,AVG_PRICE,AVG_CAR_PRICE,SEO_BRAND_CLICKS_MONTH,SEO_BRAND_IMPRESSIONS_MONTH
Norway,2026-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,12.5,1.6,6.0,0.0,0.00,0.00,7.3,9.16,3,overcast,cloudy,0,0,0,0,1,,,,,,,,,,,,,,
Spain,2026-03-19,30013,89937,0,397,122,0,179.55,12.23,0,12331,107619,193,326,108.94,82.84,119950,519,191.78,1,10876,312,497,0,0,1677,145,59,0,0,968.87000000,17.25000000,12.67000000,0.00000000,0.00000000,10876,497,312,1677,59,145,968.87000000,12.67000000,17.25000000,11685,1881,998.79000000,0,1613,89,0,136,1,0,18.27,0.35,1702,137,18.62,20799.750000000000,24420.860000000000,136,1448,1654,1380,830,382,160,7,1,0.455260,0.492063,0.432432,0.356481,0.272727,0.451406,0.484180,0.445053,0.339426,0.233766,0.474230,0.527707,0.434027,0.359185,0.194175,0.544740,0.507937,0.567568,0.643519,0.727273,0,0,0,115,69,9,115,69,9,1,49337,51990,2653,0,0,0,0,,11.4,2.8,6.4,0.0,0.00,0.00,17.7,11.63,3,overcast,cloudy,0,0,0,0,1,3176,1930,2717,2610,130,136,107,102,43.499133448873,33.011044176707,39.222414789139,32.584337349398,415,1702
Sweden,2026-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,10.3,2.6,6.8,0.0,0.00,0.00,15.2,6.15,3,overcast,cloudy,0,0,0,0,1,,,,,,,,,,,,,,
USA,2026-03-19,10060,0,0,85,0,0,102.8375,0,0,1257,8803,28,57,24.5575,78.28,10060,85,102.8375,1,1421,67,783,0,0,165,18,28,0,0,490.39950000,10.72550000,121.27700000,0.00000000,0.00000000,1421,783,67,165,28,18,490.39950000,121.27700000,10.72550000,2271,211,622.40200000,0,143,1559,0,5,11,0,16.473,6.783,1702,16,23.256,5516.308000000000,5875.712000000000,23,271,246,229,0,0,0,0,229,0.443089,,,,,0.414550,,,,,0.417618,,,,,0.556911,,,,,0,0,0,4,3,1,4,3,1,0,5729,5775,46,0,0,0,0,,,,,,,,,,,,,,,,,,654,400,546,516,35,38,36,33,82.534883720930,56.666666666667,76.051162790698,52.181818181818,111,1090
Belgium,2026-03-20,20168,54366,0,467,56,0,98.59,12.07,0,9237,65297,370,153,51.24,59.42,74534,523,110.66,1,8576,878,4620,0,0,1236,298,328,0,0,923.04000000,44.40000000,229.77000000,0.00000000,0.00000000,8576,4620,878,1236,328,298,923.04000000,229.77000000,44.40000000,14074,1862,1197.21000000,17,739,16658,4,39,120,1.03,15.41,11.81,17414,163,28.25,31320.940000000000,31879.940000000000,125,1038,1265,986,668,188,102,25,3,0.593676,0.676836,0.466063,0.284553,0.393939,0.531953,0.593795,0.458739,0.271777,0.376623,0.498429,0.551426,0.444782,0.264278,0.364905,0.406324,0.323164,0.533937,0.715447,0.606061,0,0,0,28,18,5,28,18,5,0,21811,23377,1566,0,0,0,0,,13.6,2.8,8.1,0.0,0.00,0.00,13.1,10.89,3,overcast,cloudy,0,0,0,0,1,3013,1634,2483,2357,,,,,57.322213798332,51.801781737194,52.181956027293,46.183741648107,124,5814
Denmark,2026-03-20,55795,108343,0,830,36,0,497.213333333,170.961333333,0,109411,54727,533,333,384.125333333,284.049333333,164138,866,668.174666667,1,4077,0,0,1184,36483,1031,0,0,76,20,1508.95866666,0.00000000,0.00000000,6.46266667,279.01066667,4077,0,37667,1031,0,96,1508.95866666,0.00000000,285.47333334,41744,1127,1794.43200000,0,138,45,0,19,0,0,25.593333333,0,183,19,25.593333333,70453.533333380000,75668.197333380000,378,2697,2685,2406,1372,533,144,314,43,0.510615,0.602597,0.341837,0.369697,0.507163,0.512792,0.594164,0.381726,0.360376,0.490396,0.533857,0.612111,0.403967,0.401072,0.521585,0.489385,0.397403,0.658163,0.630303,0.492837,0,0,0,116,95,37,116,95,37,3,210221,296887,86666,0,0,0,0,,9.1,1.3,4.8,0.0,0.00,0.00,9.2,11.01,3,overcast,cloudy,0,0,0,0,1,4740,2020,3683,3381,,,,,464.125291569477,343.792717086835,393.385538153949,283.588235294118,14518,20218
Germany,2026-03-20,20005,41319,0,213,31,0,78.81,12.61,0,909,60415,124,120,6.03,85.39,61324,244,91.42,1,3926,251,3221,0,0,588,87,328,0,0,600.22000000,16.93000000,163.20000000,0.00000000,0.00000000,3926,3221,251,588,328,87,600.22000000,163.20000000,16.93000000,7398,1003,780.35000000,,,,,,,,,,,,,10203.080000000000,10475.960000000000,93,691,716,647,380,159,81,11,16,0.476257,0.540984,0.447059,0.269663,0.500000,0.421011,0.506116,0.361577,0.169903,0.367347,0.418163,0.491964,0.387480,0.159924,0.369048,0.523743,0.459016,0.552941,0.730337,0.500000,0,0,0,29,22,10,29,22,10,0,19708,22318,2610,0,0,0,0,,11.1,-1.1,4.4,0.0,0.00,0.00,8.5,7.38,3,overcast,cloudy,1,0,0,0,1,1931,1138,1645,1583,,,,,72.288157894737,61.323974082073,74.982894736842,66.490280777538,223,1825
Netherlands,2026-03-20,30528,63708,0,641,37,0,274.31,78.83,0,39692,54544,516,162,183.43,169.71,94236,678,353.14,1,14613,582,4429,0,0,2271,404,304,0,0,4082.44000000,41.75000000,227.81000000,0.00000000,0.00000000,14613,4429,582,2271,304,404,4082.44000000,227.81000000,41.75000000,19624,2979,4352.00000000,0,402,76,0,35,0,0,33.47,0,478,35,33.47,70958.020000000000,90837.170000000000,338,1835,2310,1784,1086,358,195,134,11,0.555844,0.668772,0.426087,0.309623,0.350575,0.478554,0.553450,0.380788,0.319428,0.380049,0.471823,0.534411,0.374196,0.381851,0.373884,0.444156,0.331228,0.573913,0.690377,0.649425,0,0,0,229,170,28,229,170,28,2,92421,114107,21686,0,0,0,0,,12.2,2.8,7.4,0.0,0.00,0.00,12.8,11.76,3,overcast,cloudy,0,0,0,0,1,8109,4339,6528,6142,,,,,58.370558375635,47.352537722908,56.537225042301,44.272976680384,19176,47945
Norway,2026-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,11.3,0.4,5.1,0.0,0.00,0.00,15.1,10.05,3,overcast,cloudy,0,0,0,0,1,,,,,,,,,,,,,,
Spain,2026-03-20,33481,41092,0,525,52,0,197.93,5.62,0,15462,59111,173,404,129.94,73.61,74573,577,203.55,1,10973,235,1025,0,0,1772,96,117,0,0,976.36000000,7.87000000,37.83000000,0.00000000,0.00000000,10973,1025,235,1772,117,96,976.36000000,37.83000000,7.87000000,12233,1985,1022.06000000,0,1347,21,0,49,1,0,4.33,0.04,1368,50,4.37,30325.460000000000,31755.210000000000,168,1443,1630,1381,831,382,160,7,1,0.449080,0.476241,0.427938,0.381818,0.363636,0.449303,0.483505,0.437462,0.340078,0.272727,0.471020,0.523128,0.432507,0.357002,0.196078,0.550920,0.523759,0.572062,0.618182,0.636364,0,0,0,169,102,24,169,102,24,0,49394,52047,2653,0,0,0,0,,10.4,2.2,5.7,0.1,0.00,0.00,19.2,9.45,51,light_drizzle,rain,0,0,0,0,1,3161,1920,2708,2603,,,,,43.170300530348,33.058645096057,39.280494991161,32.572295247725,415,1702
Sweden,2026-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,10.1,-0.3,4.4,0.0,0.00,0.00,12.6,11.93,3,overcast,cloudy,1,0,0,0,1,,,,,,,,,,,,,,
USA,2026-03-20,8772,0,0,76,0,0,108.661,0,0,2259,6513,38,38,35.492,73.169,8772,76,108.661,1,1168,65,1761,0,0,141,14,58,0,0,456.59850000,9.70900000,129.96000000,0.00000000,0.00000000,1168,1761,65,141,58,14,456.59850000,129.96000000,9.70900000,2994,213,596.26750000,0,140,1762,0,7,8,0,14.9625,7.486,1902,15,22.4485,7720.973000000000,7720.973000000000,26,270,249,231,0,0,0,0,231,0.510040,,,,,0.425029,,,,,0.423082,,,,,0.489960,,,,,,,,,,,,,,,5729,5775,46,0,0,0,0,,,,,,,,,,,,,,,,,,591,297,463,441,,,,,82.680555555556,56.925373134328,75.902777777778,52.059701492537,111,1090
Belgium,2026-03-21,20024,48882,0,458,40,0,104.18,17.62,0,8750,60156,319,179,49.93,71.87,68906,498,121.8,1,6925,568,6004,0,0,1007,180,403,0,0,628.48000000,26.09000000,291.32000000,0.00000000,0.00000000,6925,6004,568,1007,403,180,628.48000000,291.32000000,26.09000000,13497,1590,945.89000000,15,1159,18070,3,53,172,1.1,18.94,12.45,19244,228,32.49,18069.810000000000,18649.860000000000,76,1038,1266,987,668,189,102,25,3,0.631122,0.698305,0.513514,0.365854,0.666667,0.541506,0.611120,0.447471,0.269454,0.363636,0.501452,0.554763,0.446114,0.265966,0.374875,0.368878,0.301695,0.486486,0.634146,0.333333,0,0,0,20,14,5,20,14,5,0,21826,23392,1566,0,0,0,0,,12.8,1.9,7.2,0.0,0.00,0.00,15.5,11.85,3,overcast,cloudy,0,0,0,0,1,2530,1468,2141,2020,91,92,78,77,57.322213798332,51.801781737194,52.175132676270,46.173719376392,124,5814
Denmark,2026-03-21,55129,115398,0,892,41,0,508.816,179.810666667,0,117778,52749,587,346,403.562666667,285.064,170527,933,688.626666667,1,4786,0,0,2133,35975,1065,0,0,61,18,1199.21733334,0.00000000,0.00000000,6.21066667,278.93333333,4786,0,38108,1065,0,79,1199.21733334,0.00000000,285.14400000,42894,1144,1484.36133334,0,143,10,0,16,0,0,21.089333333,0,153,16,21.089333333,35370.181333400000,37652.540000080000,174,2698,2687,2406,1372,533,144,314,43,0.563082,0.578571,0.483051,0.430303,0.742120,0.508018,0.590753,0.372364,0.360754,0.486100,0.535373,0.610545,0.409256,0.401509,0.530729,0.436918,0.421429,0.516949,0.569697,0.257880,0,0,0,104,87,35,104,87,35,10,210285,296960,86675,0,0,0,0,,5.8,0.2,3.5,0.0,0.00,0.00,8.9,4.63,3,overcast,cloudy,0,0,0,0,1,4493,2034,3548,3245,140,140,139,139,464.050266311585,343.750839865622,393.523968042610,283.764277715566,14518,20218
Germany,2026-03-21,5928,34320,0,129,22,0,45.05,7.16,0,1080,39168,67,84,8.04,44.17,40248,151,52.21,1,3144,204,2931,0,0,504,59,312,0,0,513.06000000,11.68000000,146.60000000,0.00000000,0.00000000,3144,2931,204,504,312,59,513.06000000,146.60000000,11.68000000,6279,875,671.34000000,,,,,,,,,,,,,6784.580000000000,6930.500000000000,43,692,716,647,381,158,81,11,16,0.536313,0.495327,0.745562,0.359551,0.785714,0.426360,0.503976,0.382032,0.180937,0.397959,0.422942,0.492377,0.401835,0.168256,0.378571,0.463687,0.504673,0.254438,0.640449,0.214286,0,0,0,18,15,7,18,15,7,0,19724,22334,2610,0,0,0,0,,8.2,0.1,4.0,0.3,0.00,0.00,16.2,10.45,51,light_drizzle,rain,0,0,0,0,1,1592,955,1379,1316,74,96,83,67,72.266754270696,61.310344827586,74.943495400788,66.443965517241,223,1825
Netherlands,2026-03-21,33625,69269,0,781,29,0,301.66,86.57,0,48289,54605,581,229,213.82,174.41,102894,810,388.23,1,11962,780,5200,0,0,1752,339,237,0,0,2591.17000000,35.86000000,118.24000000,0.00000000,0.00000000,11962,5200,780,1752,237,339,2591.17000000,118.24000000,35.86000000,17942,2328,2745.27000000,0,373,15,0,33,0,0,32.23,0,388,33,32.23,36090.230000000000,39645.970000000000,224,1831,2299,1779,1083,356,195,134,11,0.626794,0.675123,0.587336,0.385593,0.706897,0.494241,0.573147,0.393371,0.320383,0.390947,0.476364,0.538124,0.383252,0.376416,0.387553,0.373206,0.324877,0.412664,0.614407,0.293103,0,0,0,293,237,24,293,237,24,1,92521,114208,21687,0,0,0,0,,11.4,1.0,6.0,0.0,0.00,0.00,12.4,11.80,3,overcast,cloudy,0,0,0,0,1,5852,2962,4688,4324,144,144,119,119,58.403821656051,47.416666666667,56.545647558386,44.272038567493,19176,47945
Norway,2026-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,8.7,1.2,3.7,0.0,0.00,0.00,12.1,7.27,3,overcast,cloudy,0,0,0,0,1,,,,,,,,,,,,,,
Spain,2026-03-21,31787,114412,0,400,116,0,197.64,28.14,0,14606,131593,189,327,130.91,94.87,146199,516,225.78,1,3252,189,966,0,0,562,100,101,0,0,281.95000000,8.03000000,30.64000000,0.00000000,0.00000000,3252,966,189,562,101,100,281.95000000,30.64000000,8.03000000,4407,763,320.62000000,0,1121,3,0,43,0,0,2.33,0,1124,43,2.33,3458.160000000000,4610.110000000000,38,1443,1630,1381,831,383,159,7,1,0.452761,0.479409,0.422566,0.406393,0.363636,0.444046,0.481606,0.420232,0.344219,0.285714,0.467901,0.518555,0.430442,0.356491,0.200495,0.547239,0.520591,0.577434,0.593607,0.636364,0,0,0,36,23,3,36,23,3,0,49407,52060,2653,0,0,0,0,,9.4,2.0,5.6,2.4,0.00,0.00,12.5,3.63,53,drizzle,rain,0,0,0,1,0,1866,1186,1642,1564,130,136,107,102,43.164997053624,33.061616161616,39.283441367118,32.574747474747,415,1702
Sweden,2026-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,12.5,1.6,6.4,0.0,0.00,0.00,16.0,11.97,3,overcast,cloudy,0,0,0,0,1,,,,,,,,,,,,,,
USA,2026-03-21,8166,0,0,120,0,0,105.3835,0,0,1649,6517,75,45,37.563,67.8205,8166,120,105.3835,1,822,46,935,0,0,85,13,58,0,0,60.16350000,7.36250000,157.42450000,0.00000000,0.00000000,822,935,46,85,58,13,60.16350000,157.42450000,7.36250000,1803,156,224.95050000,0,110,2113,0,5,8,0,21.204,9.3765,2223,13,30.5805,2028.801000000000,2028.801000000000,10,267,248,230,0,0,0,0,230,0.475806,,,,,0.431700,,,,,0.426866,,,,,0.524194,,,,,0,0,0,11,8,3,11,8,3,0,5738,5784,46,0,0,0,0,,,,,,,,,,,,,,,,,,406,226,327,307,35,38,36,33,81.366197183099,56.925373134328,74.859154929577,52.059701492537,111,1090
Belgium,2026-03-22,22935,90523,0,487,110,0,107.22,18.96,0,10057,103401,371,226,54.38,71.8,113458,597,126.18,1,5578,507,4187,0,0,817,181,380,0,0,404.44000000,30.13000000,317.88000000,0.00000000,0.00000000,5578,4187,507,817,380,181,404.44000000,317.88000000,30.13000000,10272,1378,752.45000000,13,1677,19503,3,71,166,1.01,20.62,12.17,21193,240,33.8,6895.490000000000,7220.490000000000,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,13,9,2,13,9,2,0,21837,23403,1566,0,0,0,0,,13.6,2.2,7.6,0.0,0.00,0.00,12.6,11.87,3,overcast,cloudy,0,0,0,0,1,2377,1396,2031,1921,91,92,78,77,,,,,124,5814
Denmark,2026-03-22,65979,127515,0,1069,36,0,550.217333333,187.209333333,0,131497,61997,682,423,427.032,310.394666667,193494,1105,737.426666667,1,3928,0,0,2645,39620,900,0,0,72,26,833.81733334,0.00000000,0.00000000,6.39733333,278.76000000,3928,0,42265,900,0,98,833.81733334,0.00000000,285.15733333,46193,998,1118.97466667,0,120,33,0,20,0,0,22.173333333,0,153,20,22.173333333,53768.273333440000,58545.241333460000,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,171,135,39,171,135,39,12,210426,297110,86684,0,0,0,0,,11.8,0.1,5.5,0.0,0.00,0.00,14.4,11.66,0,clear,dry,0,0,0,0,1,4617,2101,3672,3380,140,140,139,139,,,,,14518,20218
Germany,2026-03-22,10272,32133,0,148,10,0,62.35,6.07,0,1254,41151,68,90,9.54,58.88,42405,158,68.42,1,2353,162,3001,0,0,388,61,305,0,0,304.29000000,12.30000000,161.29000000,0.00000000,0.00000000,2353,3001,162,388,305,61,304.29000000,161.29000000,12.30000000,5516,754,477.88000000,,,,,,,,,,,,,6931.250000000000,7298.290000000000,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,3,1,3,3,1,0,19727,22337,2610,0,0,0,0,,11.8,-1.5,4.7,0.0,0.00,0.00,18.0,11.46,2,partly_cloudy,dry,1,0,0,0,1,1486,950,1322,1265,74,96,83,67,,,,,223,1825
Netherlands,2026-03-22,39683,76512,0,875,38,0,312.32,90.71,0,53251,62944,626,287,204.7,198.33,116195,913,403.03,1,11785,444,5133,0,0,1542,353,319,0,0,2408.27000000,37.99000000,230.21000000,0.00000000,0.00000000,11785,5133,444,1542,319,353,2408.27000000,230.21000000,37.99000000,17362,2214,2676.47000000,0,269,14,0,25,0,0,26.98,0,283,25,26.98,24109.130000000000,25007.870000000000,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,145,118,20,145,118,20,4,92568,114257,21689,0,0,0,0,,14.6,2.8,7.9,0.0,0.00,0.00,12.4,11.83,0,clear,dry,0,0,0,0,1,5792,3308,4926,4591,144,144,119,119,,,,,19176,47945
Norway,2026-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,5.6,2.1,3.9,0.0,0.00,0.00,27.6,7.64,3,overcast,cloudy,0,0,0,0,1,,,,,,,,,,,,,,
Spain,2026-03-22,39326,150834,0,550,200,0,222.48,24.7,0,17966,172194,202,548,153.36,93.82,190160,750,247.18,1,2333,213,765,0,0,358,114,121,0,0,224.54000000,8.99000000,29.42000000,0.00000000,0.00000000,2333,765,213,358,121,114,224.54000000,29.42000000,8.99000000,3311,593,262.95000000,0,2399,9,0,120,0,0,7.76,0,2408,120,7.76,10102.380000000000,10309.380000000000,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,37,22,2,37,22,2,0,49429,52082,2653,0,0,0,0,,16.4,0.6,8.2,0.0,0.00,0.00,20.3,11.82,1,mainly_clear,dry,0,0,0,0,1,1476,920,1306,1233,130,136,107,102,,,,,415,1702
Sweden,2026-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,10.7,1.8,5.9,0.0,0.00,0.00,17.8,12.00,3,overcast,cloudy,0,0,0,0,1,,,,,,,,,,,,,,
USA,2026-03-22,8044,0,0,119,0,0,120.042,0,0,1839,6205,77,42,49.533,70.509,8044,119,120.042,1,514,31,418,0,0,56,12,18,0,0,27.81600000,3.85700000,57.50350000,0.00000000,0.00000000,514,418,31,56,18,12,27.81600000,57.50350000,3.85700000,963,86,89.17650000,0,85,1655,0,8,7,0,18.297,9.804,1740,15,28.101,995.343500000000,995.343500000000,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,7,6,2,7,6,2,0,5743,5789,46,0,0,0,0,,,,,,,,,,,,,,,,,,356,199,295,271,35,38,36,33,,,,,111,1090
Belgium,2026-03-23,28732,48212,0,700,61,0,135.2,10.74,0,12387,64557,553,208,65.63,80.31,76944,761,145.94,1,10282,1030,5769,0,0,1410,392,421,0,0,1102.10000000,66.98000000,361.54000000,0.00000000,0.00000000,10282,5769,1030,1410,421,392,1102.10000000,361.54000000,66.98000000,17081,2223,1530.62000000,28,1652,22293,10,85,142,2.01,28.97,12.43,23973,237,43.41,28652.860000000000,32488.060000000000,129,1039,1267,987,667,190,102,25,3,0.558011,0.639140,0.468750,0.203252,0.363636,0.552013,0.624191,0.460246,0.254355,0.389610,0.501689,0.556193,0.446096,0.257412,0.376869,0.441989,0.360860,0.531250,0.796748,0.636364,0,0,0,73,46,21,73,46,21,0,21900,23466,1566,0,0,0,0,,14.2,3.5,8.4,0.0,0.00,0.00,7.5,11.04,3,overcast,cloudy,0,0,0,0,1,3679,2053,3010,2860,91,92,78,77,57.378316906748,51.813823857302,51.991660348749,46.098104793757,124,5814
Denmark,2026-03-23,61841,114814,0,774,49,0,517.474666667,170.594666667,0,118199,58456,483,340,390.577333333,297.492,176655,823,688.069333333,1,5734,0,0,1910,38962,1210,0,0,74,26,1903.27066666,0.00000000,0.00000000,6.00933333,277.38000000,5734,0,40872,1210,0,100,1903.27066666,0.00000000,283.38933333,46606,1310,2186.65999999,0,162,39,0,19,0,0,25.457333333,0,201,19,25.457333333,108412.357333390000,112922.890666720000,469,2697,2687,2405,1373,531,144,314,43,0.490882,0.592088,0.319728,0.248485,0.498567,0.503931,0.592105,0.356051,0.346518,0.485481,0.534408,0.609692,0.408357,0.395192,0.531726,0.509118,0.407912,0.680272,0.751515,0.501433,0,0,0,212,159,52,212,159,52,10,210593,297286,86693,0,0,0,0,,9.5,2.2,6.0,0.0,0.00,0.00,13.1,8.43,3,overcast,cloudy,0,0,0,0,1,5431,2410,4309,3972,140,140,139,139,464.108891108891,343.950195858982,393.688311688312,283.940682708450,14518,20218
Germany,2026-03-23,10943,6155,0,97,6,0,72.71,5.24,0,1406,15692,32,71,9.47,68.48,17098,103,77.95,1,5051,267,2531,0,0,769,92,280,0,0,788.23000000,18.14000000,160.51000000,0.00000000,0.00000000,5051,2531,267,769,280,92,788.23000000,160.51000000,18.14000000,7849,1141,966.88000000,,,,,,,,,,,,,8344.540000000000,8488.540000000000,105,696,720,651,382,160,81,12,16,0.381944,0.470862,0.327485,0.101124,0.333333,0.428288,0.504648,0.392107,0.177419,0.383838,0.421601,0.491525,0.399453,0.167429,0.372922,0.618056,0.529138,0.672515,0.898876,0.666667,0,0,0,71,54,26,71,54,26,1,19791,22402,2611,0,0,0,0,,13.9,0.4,5.9,0.0,0.00,0.00,8.0,11.63,3,overcast,cloudy,0,0,0,0,1,2161,1317,1857,1798,74,96,83,67,72.304575163399,61.305376344086,74.946405228758,66.406451612903,223,1825
